,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm
12780,8000,1.7086,0,18,0,1,0,0,0,0,0,0.094922222,0.000213575,444.4444444
12781,2875,1.062235,0,15,0,0,0,0,1,0,0,0.070815667,0.000369473,191.6666667
12782,9000,0.69,0,5,0,0,0,0,1,0,0,0.138,7.67E-05,1800
12783,16500,0.77,0,8,0,0,0,0,1,0,0,0.09625,4.67E-05,2062.5
12784,14500,0.76,0,10,0,1,0,0,1,0,0,0.076,5.24E-05,1450
12785,3500,0.756892,0,2,0,0,1,1,1,0,0,0.378446,0.000216255,1750
12786,5632,3.643184,0,23,0,0,0,0,0,0,0,0.158399304,0.000646872,244.8695652
12787,8507,3.606405,0,20,0,1,1,0,1,0,0,0.18032025,0.000423934,425.35
12788,1800,3.536068,0,15,0,1,1,0,1,0,0,0.235737867,0.001964482,120
12789,24000,0.75,0,6,0,0,0,0,1,1,0,0.125,3.13E-05,4000
12790,12000,0.75,0,9,0,1,0,0,1,0,0,0.083333333,6.25E-05,1333.333333
12791,25000,2,0,5,0,0,0,0,1,0,0,0.4,8.00E-05,5000
12792,15000,1.881331,0,15,0,0,0,0,1,0,0,0.125422067,0.000125422,1000
12793,1500,1.87906,0,13,0,1,0,0,1,0,0,0.144543077,0.001252707,115.3846154
12794,5390,0.52,0,7,0,0,0,0,1,0,0,0.074285714,9.65E-05,770
12795,6400,1.1,0,11,0,1,0,0,1,1,0,0.1,0.000171875,581.8181818
12796,6823,1.1,0,14,0,0,0,0,1,1,0,0.078571429,0.000161219,487.3571429
12797,18000,0.8,0,9,0,1,0,0,1,0,0,0.088888889,4.44E-05,2000
12798,4000,0.5,0,5,0,0,0,0,1,0,0,0.1,0.000125,800
12799,5825,1.189311,0,14,0,0,0,0,0,0,0,0.084950786,0.000204174,416.0714286
12800,4284,0.4,0,4,0,0,0,0,1,0,0,0.1,9.34E-05,1071
12801,9311,0.83,0,10,0,0,0,0,1,0,0,0.083,8.91E-05,931.1
12802,55000,0.42,0,3,0,1,0,0,1,0,0,0.14,7.64E-06,18333.33333
12803,3714,0.42,0,4,0,0,0,0,0,0,0,0.105,0.000113086,928.5
12804,1500,0.57,0,4,0,1,0,0,1,0,0,0.1425,0.00038,375
12805,5000,1.2,0,14,0,1,0,0,1,0,0,0.085714286,0.00024,357.1428571
12806,4000,0.87,0,10,0,1,0,0,1,1,0,0.087,0.0002175,400
12807,8039,0.86,0,7,0,0,0,0,1,0,0,0.122857143,0.000106978,1148.428571
12808,5000,0.84,0,6,0,0,0,0,1,0,0,0.14,0.000168,833.3333333
12809,4542,0.32,0,7,0,0,0,0,0,0,0,0.045714286,7.05E-05,648.8571429
12810,4611,0.31,0,5,0,0,0,0,1,0,0,0.062,6.72E-05,922.2
12811,14000,0.45,0,5,0,1,0,0,1,0,0,0.09,3.21E-05,2800
12812,4474,0.45,0,7,0,0,0,0,1,0,0,0.064285714,0.000100581,639.1428571
12813,4942,0.45,0,6,0,0,1,1,1,0,0,0.075,9.11E-05,823.6666667
12814,12000,0.31,0,4,0,0,1,0,1,1,0,0.0775,2.58E-05,3000
12815,35000,0.9,0,11,0,0,0,0,1,0,0,0.081818182,2.57E-05,3181.818182
12816,3104,0.342057,0,5,0,0,0,0,0,0,0,0.0684114,0.000110199,620.8
12817,2615,0.34,0,5,0,0,0,0,0,0,0,0.068,0.000130019,523
12818,10000,0.61,0,5,0,0,0,0,1,0,0,0.122,6.10E-05,2000
12819,4236,0.25,0,4,0,0,0,1,1,1,0,0.0625,5.90E-05,1059
12820,5369,0.47,0,8,0,1,0,0,1,0,0,0.05875,8.75E-05,671.125
12821,5000,0.26,0,3,0,0,1,0,1,0,0,0.086666667,5.20E-05,1666.666667
12822,8000,0.35,0,1,0,0,0,0,1,0,0,0.35,4.38E-05,8000
12823,3674,0.35,0,12,0,0,0,0,0,0,0,0.029166667,9.53E-05,306.1666667
12824,8600,0.25,0,1,0,0,0,0,1,0,0,0.25,2.91E-05,8600
12825,3300,0.64,0,7,0,0,0,0,1,0,0,0.091428571,0.000193939,471.4285714
12826,3000,0.27,0,5,0,0,0,0,1,0,0,0.054,9.00E-05,600
12827,3104,0.27,0,5,0,0,0,0,0,0,0,0.054,8.70E-05,620.8
12828,4050,0.49,0,5,0,0,0,0,1,0,0,0.098,0.000120988,810
12829,3444,0.21,0,2,0,1,0,0,1,0,0,0.105,6.10E-05,1722
12830,2853,0.369035,0,2,0,0,0,0,1,1,1,0.1845175,0.00012935,1426.5
12831,3241,0.21637,0,3,0,0,0,0,0,0,0,0.072123333,6.68E-05,1080.333333
12832,2159,0.212715,0,1,0,0,0,0,0,0,0,0.212715,9.85E-05,2159
12833,2748,0.28,0,4,0,1,0,0,1,0,0,0.07,0.000101892,687
12834,1500,0.28,0,3,0,0,0,0,1,0,0,0.093333333,0.000186667,500
12835,3816,0.201443,0,7,0,0,0,0,0,0,0,0.028777571,5.28E-05,545.1428571
12836,1467,0.5,0,1,0,0,0,0,0,0,0,0.5,0.000340832,1467
12837,8000,0.5,0,10,0,1,0,0,0,0,0,0.05,6.25E-05,800
12838,4000,0.5,0,3,0,1,0,0,1,0,0,0.166666667,0.000125,1333.333333
12839,4284,0.22,0,4,0,0,0,0,1,0,0,0.055,5.14E-05,1071
12840,1831,0.22,0,1,0,0,0,0,1,0,0,0.22,0.000120153,1831
12841,15000,0.22,0,3,0,1,0,0,0,0,0,0.073333333,1.47E-05,5000
12842,3740,0.379918,0,3,0,0,0,0,1,0,0,0.126639333,0.000101582,1246.666667
12843,4177,0.375,0,6,0,0,0,0,1,0,0,0.0625,8.98E-05,696.1666667
12844,12966,0.18,0,,0,0,0,0,1,0,0,,1.39E-05,
12845,2932,0.18,0,6,0,0,0,0,0,0,0,0.03,6.14E-05,488.6666667
12846,3290,0.18,0,2,0,0,0,0,1,0,0,0.09,5.47E-05,1645
12847,4173,0.286201,0,4,0,0,0,0,1,0,0,0.07155025,6.86E-05,1043.25
12848,3500,0.23,0,3,0,1,0,0,0,0,0,0.076666667,6.57E-05,1166.666667
12849,2400,0.225,0,2,0,0,0,0,0,0,0,0.1125,9.38E-05,1200
12850,15000,0.39,0,5,0,1,0,0,1,0,0,0.078,2.60E-05,3000
12851,5000,0.383551,0,6,0,0,0,1,1,0,0,0.063925167,7.67E-05,833.3333333
12852,2252,0.19,0,3,0,0,0,0,0,0,0,0.063333333,8.44E-05,750.6666667
12853,3000,0.19,0,20,0,0,0,0,1,0,0,0.0095,6.33E-05,150
12854,4101,0.3,0,8,0,1,0,0,0,0,0,0.0375,7.32E-05,512.625
12855,3740,0.156314,0,3,0,0,0,0,1,0,0,0.052104667,4.18E-05,1246.666667
12856,2252,0.154669,0,2,0,0,0,0,0,0,0,0.0773345,6.87E-05,1126
12857,3796,0.23,0,3,0,0,0,0,1,0,0,0.076666667,6.06E-05,1265.333333
12858,3254,0.23,0,5,0,0,0,1,1,0,0,0.046,7.07E-05,650.8
12859,3205,0.159388,0,2,0,0,0,0,1,0,0,0.079694,4.97E-05,1602.5
12860,2989,0.19,0,4,0,0,0,0,1,0,0,0.0475,6.36E-05,747.25
12861,2319,0.19,0,3,0,1,0,0,0,0,0,0.063333333,8.19E-05,773
12862,2321,0.15,0,3,0,0,0,0,0,0,0,0.05,6.46E-05,773.6666667
12863,3483,0.16,0,2,0,1,0,0,1,0,0,0.08,4.59E-05,1741.5
12864,4148,0.24,0,4,0,0,0,0,1,0,0,0.06,5.79E-05,1037
12865,3254,0.24,0,2,0,0,0,0,1,0,0,0.12,7.38E-05,1627
12866,3740,0.199363,0,3,0,0,0,0,1,0,0,0.066454333,5.33E-05,1246.666667
12867,3205,0.162276,0,2,0,0,0,0,1,0,0,0.081138,5.06E-05,1602.5
12868,3205,0.16086,0,2,0,0,0,0,1,0,0,0.08043,5.02E-05,1602.5
12869,3205,0.130089,0,2,0,0,0,0,1,0,0,0.0650445,4.06E-05,1602.5
12870,2133,0.242078,0,2,0,0,0,0,1,1,0,0.121039,0.000113492,1066.5
12871,3290,0.2,0,2,0,0,1,1,1,0,0,0.1,6.08E-05,1645
12872,3290,0.2,0,3,0,0,0,0,0,0,0,0.066666667,6.08E-05,1096.666667
12873,3796,0.12,0,3,0,0,0,0,1,0,0,0.04,3.16E-05,1265.333333
12874,1829,0.12,0,1,0,0,0,0,0,0,0,0.12,6.56E-05,1829
12875,2897,0.17,0,4,0,1,0,0,1,0,0,0.0425,5.87E-05,724.25
12876,3290,0.165,0,2,0,0,0,0,1,0,0,0.0825,5.02E-05,1645
12877,7240,0.12,0,,0,0,0,0,1,0,0,,1.66E-05,
12878,4461,0.12,0,2,0,1,0,0,1,0,0,0.06,2.69E-05,2230.5
12879,2527,0.12,0,1,0,0,0,0,1,0,0,0.12,4.75E-05,2527
12880,1200,0.12,0,1,0,0,0,0,0,0,0,0.12,1.00E-04,1200
12881,3205,0.17,0,2,0,0,0,0,1,0,0,0.085,5.30E-05,1602.5
12882,4000,0.17,0,2,0,0,0,0,0,0,0,0.085,4.25E-05,2000
12883,2296,0.17,0,2,0,0,0,0,1,0,0,0.085,7.40E-05,1148
12884,2527,0.105336,0,1,0,0,0,0,1,0,0,0.105336,4.17E-05,2527
12885,406000,0.104937,0,1,0,0,0,0,1,0,0,0.104937,2.58E-07,406000
12886,2499,0.1224,0,1,0,0,0,0,1,0,0,0.1224,4.90E-05,2499
12887,2383,0.175,0,2,0,0,0,0,0,0,0,0.0875,7.34E-05,1191.5
12888,2499,0.11,0,1,0,0,0,0,1,0,0,0.11,4.40E-05,2499
12889,3833,0.11,0,1,0,0,0,0,1,1,0,0.11,2.87E-05,3833
12890,3205,0.096,0,2,0,0,0,0,1,0,0,0.048,3.00E-05,1602.5
12891,2101,0.097355,0.036034,2,0,0,0,0,1,0,0,0.0486775,4.63E-05,1050.5
12892,2500,0.11,0,2,0,1,0,0,1,0,0,0.055,4.40E-05,1250
12893,1239,0.094,0,1,0,0,0,0,1,0,0,0.094,7.59E-05,1239
12894,3205,0.093456,0,2,0,0,0,0,1,0,0,0.046728,2.92E-05,1602.5
12895,2462,0.093431,0,1,0,0,0,0,1,0,0,0.093431,3.79E-05,2462
12896,2112,0.15,0,1,0,0,0,0,1,0,0,0.15,7.10E-05,2112
12897,2462,0.083789,0,1,0,0,0,0,1,0,0,0.083789,3.40E-05,2462
12898,2748,0.11,0,2,0,0,0,0,1,0,0,0.055,4.00E-05,1374
12899,12000,0.085,0,4,0,0,0,0,1,0,0,0.02125,7.08E-06,3000
12900,3205,0.084,0,2,0,0,0,0,1,1,0,0.042,2.62E-05,1602.5
12901,1763,0.1,0,1,0,0,0,0,1,0,0,0.1,5.67E-05,1763
12902,1682,0.081085,0,1,0,0,0,0,0,0,0,0.081085,4.82E-05,1682
12903,3205,0.081,0,2,0,0,0,0,1,0,0,0.0405,2.53E-05,1602.5
12904,1763,0.072,0,1,0,0,0,0,1,1,0,0.072,4.08E-05,1763
12905,1525,0.1,0,2,0,1,0,0,1,0,0,0.05,6.56E-05,762.5
12906,5000,0.1,0,3,0,1,0,0,1,0,0,0.033333333,2.00E-05,1666.666667
12907,1442,0.071,0,1,0,0,0,0,0,0,0,0.071,4.92E-05,1442
12908,1727,0.070945,0,1,0,0,0,0,0,0,0,0.070945,4.11E-05,1727
12909,1763,0.07,0,1,0,0,0,0,1,0,0,0.07,3.97E-05,1763
12910,2000,0.075,0,2,0,0,0,0,1,1,0,0.0375,3.75E-05,1000
12911,2499,0.074,0,1,0,0,0,0,1,0,0,0.074,2.96E-05,2499
12912,2110,0.06,0,1,0,0,0,0,1,0,0,0.06,2.84E-05,2110
12913,3290,0.06,0,2,0,0,0,0,1,0,0,0.03,1.82E-05,1645
12914,1858,0.06,0,2,0,0,0,0,0,0,0,0.03,3.23E-05,929
12915,2190,0.09,0,1,0,0,0,0,0,0,0,0.09,4.11E-05,2190
12916,1682,0.062,0,1,0,0,0,0,0,0,0,0.062,3.69E-05,1682
12917,2133,0.058273,0,1,0,0,0,0,0,0,0,0.058273,2.73E-05,2133
12918,1763,0.063,0,1,0,0,0,0,1,1,0,0.063,3.57E-05,1763
12919,1936,0.063,0,1,0,1,0,0,0,0,0,0.063,3.25E-05,1936
12920,,0.062381,0,2,0,0,0,0,1,0,0,0.0311905,,
12921,2748,0.091,0,2,0,0,0,0,1,0,0,0.0455,3.31E-05,1374
12922,1528,0.049623,0,1,0,0,0,0,0,0,0,0.049623,3.25E-05,1528
12923,48081,0.077,0,,0,0,0,0,1,0,0,,1.60E-06,
12924,1763,0.05,0,1,0,0,0,0,1,0,0,0.05,2.84E-05,1763
12925,2499,0.092,0,1,0,0,0,0,1,0,0,0.092,3.68E-05,2499
12926,1682,0.078,0,1,0,0,0,0,0,0,0,0.078,4.64E-05,1682
12927,1730,0.037,0,1,0,0,0,0,0,1,0,0.037,2.14E-05,1730
12928,2110,0.035323,0,1,0,0,0,0,1,1,0,0.035323,1.67E-05,2110
12929,3237,0.053,0,1,0,0,0,0,1,1,0,0.053,1.64E-05,3237
12930,1427,0.03,0,1,0,0,0,0,0,0,0,0.03,2.10E-05,1427
12931,1730,0.038554,0,2,0,0,0,0,1,0,0,0.019277,2.23E-05,865
12932,2110,0.067527,0,1,0,0,0,0,1,0,0,0.067527,3.20E-05,2110
12933,1700,0.067,0,2,0,0,0,0,0,0,0,0.0335,3.94E-05,850
12934,2110,0.067,0,1,0,0,0,0,1,0,0,0.067,3.18E-05,2110
12935,60000,,,115,,1,0,0,0,0,0,,,521.7391304
12936,6000,,,30,,0,0,0,1,0,0,,,200
12937,19540,,,,,0,0,0,1,0,0,,,
12938,2133,0.041082,0,1,0,0,0,0,0,0,0,0.041082,1.93E-05,2133
12939,11771,,,,,0,0,0,1,0,0,,,
12940,66267,,,,,0,0,0,1,0,0,,,
12941,95128,,,,,1,0,0,1,0,0,,,
12942,72746,,,,,0,0,0,1,0,0,,,
12943,20000,,,23,,1,0,0,1,1,0,,,869.5652174
12944,43974,,,,,0,0,0,1,0,0,,,
12945,1763,,,1,,0,0,1,1,0,0,,,1763
12946,4000,,,180,,0,1,0,1,0,0,,,22.22222222
12947,5000,0.045,0,1,0,0,0,0,0,0,0,0.045,9.00E-06,5000
12948,12466,,,,,0,0,0,1,0,0,,,
12949,7346,,,17,,0,0,0,1,0,0,,,432.1176471
12950,33041,,,,,0,0,0,1,0,0,,,
12951,24142,,,,,0,0,0,1,0,0,,,
12952,91623,,,,,0,0,0,1,0,0,,,
12953,1483,0.015,0,1,0,0,0,0,0,0,0,0.015,1.01E-05,1483
12954,29353,,,,,0,0,0,1,0,0,,,
12955,60000,,,,,0,0,0,0,0,0,,,
12956,1442,0.025,0,1,0,0,0,0,0,0,0,0.025,1.73E-05,1442
12957,,0.023702,0,1,0,0,0,0,0,0,0,0.023702,,
12958,14375,,,,,0,0,0,1,0,0,,,
12959,21080,,,,,0,0,0,1,0,0,,,
12960,35465,,,,,0,0,0,1,0,0,,,
12961,24555,,,,,0,0,0,1,0,0,,,
12962,47721,,,,,0,0,0,1,0,0,,,
12963,21080,,,,,0,0,0,1,0,0,,,
12964,345000,,,,,1,0,0,1,0,0,,,
12965,51223,,,,,0,0,0,1,0,0,,,
12966,8977,,,,,0,0,0,1,0,0,,,
12967,5642,,,,,0,0,0,0,0,0,,,
12968,5013,,,,,0,0,0,1,0,0,,,
12969,5000,,,,,0,0,0,1,0,0,,,
12970,23000,,,,,1,0,0,1,0,0,,,
12971,57658,,,,,0,0,0,1,0,0,,,
12972,21815,,,,,0,0,0,1,0,0,,,
12973,17001,,,,,0,0,0,1,0,0,,,
12974,12516,,,,,0,0,0,0,0,0,,,
12975,5013,,,,,0,0,0,1,0,0,,,
12976,65864,,,,,1,0,0,1,0,0,,,
12977,4948,,,,,0,0,0,0,0,0,,,
12978,71492,,,,,0,0,0,1,0,0,,,
12979,10255,,,,,1,0,0,1,0,0,,,
12980,3000,1.5,0,15,0,1,0,0,1,0,0,0.1,0.0005,200
12981,5462,1.3,0,9,0,1,0,0,0,0,0,0.144444444,0.000238008,606.8888889
12982,3160,1.3,0,10,0,1,0,0,1,0,0,0.13,0.000411392,316
12983,200000,88.364891,0,500,0,1,1,0,1,0,0,0.176729782,0.000441824,400
12984,160000,77.592,0,280,0,1,1,0,1,0,0,0.277114286,0.00048495,571.4285714
12985,11976,211.265809,0,1200,0,0,0,0,1,0,0,0.176054841,0.017640766,9.98
12986,85000,10,0,85,0,1,0,0,1,0,0,0.117647059,0.000117647,1000
12987,7939,9.772833,0,100,0,0,0,0,1,0,0,0.09772833,0.00123099,79.39
12988,15307,16.567031,0,32,0,1,0,1,1,0,0,0.517719719,0.001082317,478.34375
12989,80000,15.447266,0,70,0,1,1,1,1,0,0,0.220675229,0.000193091,1142.857143
12990,14265,15.096323,0,95,0,0,1,0,1,0,0,0.158908663,0.001058277,150.1578947
12991,10532,31.223332,0,110,0,0,1,0,1,1,0,0.283848473,0.002964616,95.74545455
12992,15083,43.796143,0,145,0,0,0,0,1,0,0,0.302042366,0.002903676,104.0206897
12993,7400,14.25885,0,55,0,1,0,0,1,0,0,0.259251818,0.001926872,134.5454545
12994,100000,18.08317,0,63,0,1,1,0,1,0,0,0.287034444,0.000180832,1587.301587
12995,60000,10.376599,0,45,0,1,0,0,1,0,0,0.230591089,0.000172943,1333.333333
12996,150000,5.275668,0,30,0,1,0,0,1,0,0,0.1758556,3.52E-05,5000
12997,12000,6.949785,0,35,0,1,0,0,1,0,0,0.198565286,0.000579149,342.8571429
12998,82245,11.543426,0,60,0,0,1,1,1,0,0,0.192390433,0.000140354,1370.75
12999,8018,2.594745,0,50,0,1,1,0,1,0,0,0.0518949,0.000323615,160.36
13000,6565,2.145155,0,12,0,0,0,0,1,0,0,0.178762917,0.000326756,547.0833333
13001,17500,3,0,15,0,0,0,0,1,1,0,0.2,0.000171429,1166.666667
13002,8838,2.920715,0,27,0,0,0,0,1,0,0,0.10817463,0.000330472,327.3333333
13003,8346,1.7,0,20,0,1,0,0,1,0,0,0.085,0.00020369,417.3
13004,11001,4.756279,0,48,0,0,1,0,1,0,0,0.099089146,0.00043235,229.1875
13005,10000,0.92,0,9,0,1,0,0,0,0,0,0.102222222,9.20E-05,1111.111111
13006,4051,0.76,0,8,0,1,0,0,0,0,0,0.095,0.000187608,506.375
13007,4800,3.580958,0,16,0,0,0,0,1,0,0,0.223809875,0.000746033,300
13008,26000,0.53,0,5,0,0,0,1,1,0,0,0.106,2.04E-05,5200
13009,5000,0.5,0,5,0,0,0,0,1,0,0,0.1,0.0001,1000
13010,13600,1.2,0,11,0,0,0,0,1,0,0,0.109090909,8.82E-05,1236.363636
13011,8585,0.4,0,7,0,1,0,0,1,0,0,0.057142857,4.66E-05,1226.428571
13012,4210,0.326484,0,4,0,0,0,0,1,0,0,0.081621,7.75E-05,1052.5
13013,3761,0.25,0,3,0,0,0,0,0,0,0,0.083333333,6.65E-05,1253.666667
13014,3320,0.27,0,2,0,0,0,0,1,1,0,0.135,8.13E-05,1660
13015,2845,0.21,0,5,0,0,0,0,0,1,0,0.042,7.38E-05,569
13016,3820,0.22,0,4,0,1,0,0,1,0,0,0.055,5.76E-05,955
13017,2772,0.22,0,2,0,0,0,0,1,0,0,0.11,7.94E-05,1386
13018,3136,0.37,0,5,0,0,0,0,1,0,0,0.074,0.000117985,627.2
13019,3270,0.286523,0,3,0,0,0,0,1,0,0,0.095507667,8.76E-05,1090
13020,2388,0.181,0,6,0,0,0,0,1,0,0,0.030166667,7.58E-05,398
13021,3773,0.22822,0,3,0,0,0,0,1,0,0,0.076073333,6.05E-05,1257.666667
13022,2195,0.223244,0,2,0,0,0,0,0,1,0,0.111622,0.000101706,1097.5
13023,2200,0.39,0,6,0,0,0,0,1,1,1,0.065,0.000177273,366.6666667
13024,12000,0.19,0,4,0,1,0,0,1,0,0,0.0475,1.58E-05,3000
13025,11000,0.3,0,5,0,1,0,1,1,0,0,0.06,2.73E-05,2200
13026,4000,0.3,0,4,0,1,0,0,0,0,0,0.075,7.50E-05,1000
13027,3904,0.16,0,2,0,0,0,0,1,0,0,0.08,4.10E-05,1952
13028,2772,0.195965,0,2,0,0,0,0,1,0,0,0.0979825,7.07E-05,1386
13029,3258,0.14,0,2,0,0,0,0,0,0,0,0.07,4.30E-05,1629
13030,3235,0.134629,0,3,0,0,0,0,1,0,0,0.044876333,4.16E-05,1078.333333
13031,2879,0.14,0,2,0,0,0,0,1,0,0,0.07,4.86E-05,1439.5
13032,2774,0.2,0,2,0,0,0,0,1,0,0,0.1,7.21E-05,1387
13033,2352,0.12,0,3,0,1,0,0,0,0,0,0.04,5.10E-05,784
13034,3234,0.166731,0,2,0,0,0,0,1,0,0,0.0833655,5.16E-05,1617
13035,2484,0.12,0,1,0,0,0,0,1,0,0,0.12,4.83E-05,2484
13036,3234,0.140354,0,2,0,0,0,0,1,0,0,0.070177,4.34E-05,1617
13037,4852,0.2,0,3,0,1,0,0,1,0,0,0.066666667,4.12E-05,1617.333333
13038,3283,0.17,0,2,0,0,0,0,1,0,0,0.085,5.18E-05,1641.5
13039,2803,0.102,0,3,0,0,0,0,0,1,0,0.034,3.64E-05,934.3333333
13040,3320,0.172072,0,2,0,0,0,0,1,0,0,0.086036,5.18E-05,1660
13041,2958,0.097,0,4,0,0,0,0,0,0,0,0.02425,3.28E-05,739.5
13042,2802,0.11,0,2,0,0,0,0,0,0,0,0.055,3.93E-05,1401
13043,2521,0.085,0,1,0,0,0,0,1,0,0,0.085,3.37E-05,2521
13044,1845,0.081919,0,1,0,0,0,0,0,0,0,0.081919,4.44E-05,1845
13045,2550,0.081,0,1,0,0,0,0,1,1,0,0.081,3.18E-05,2550
13046,2484,0.072664,0,1,0,0,0,0,1,0,0,0.072664,2.93E-05,2484
13047,3320,0.087,0,2,0,0,0,0,1,0,0,0.0435,2.62E-05,1660
13048,,0.070414,0,2,0,0,0,0,1,0,0,0.035207,,
13049,3234,0.116866,0,2,0,0,0,0,1,0,0,0.058433,3.61E-05,1617
13050,,0.047612,0,3,0,0,0,0,0,0,0,0.015870667,,
13051,1779,0.05048,0,1,0,0,0,0,1,1,0,0.05048,2.84E-05,1779
13052,23818,,,,,0,0,0,1,0,0,,,
13053,1455,0.042,0,1,0,0,0,0,1,0,0,0.042,2.89E-05,1455
13054,2423,,,,,0,0,0,1,0,0,,,
13055,1779,0.01,0,1,0,0,0,1,1,1,0,0.01,5.62E-06,1779
13056,1542,0.0012,0,1,0,0,0,0,0,0,0,0.0012,7.78E-07,1542
13057,75005,,,,,0,0,0,1,0,0,,,
13058,65000,,,,,0,0,0,1,0,0,,,
13059,142000,,,,,0,0,0,1,0,0,,,
13060,13604,,,,,0,0,0,1,0,0,,,
13061,15313,,,,,0,0,0,1,0,0,,,
13062,180000,,,165,,0,1,1,1,0,0,,,1090.909091
13063,4515,,,,,0,0,0,1,0,0,,,
13064,3518,,,,,0,0,0,1,0,0,,,
13065,40645,,,,,0,0,0,1,0,0,,,
13066,86203,,,,,0,0,0,1,0,0,,,
13067,4746,1.528602,0,23,0,0,0,1,1,0,0,0.066460957,0.000322082,206.3478261
13068,2660,5.95307,0,35,0,1,0,0,1,0,0,0.170087714,0.002237996,76
13069,30000,31.21103,3.362491,136,0,0,0,0,1,1,1,0.229492868,0.001040368,220.5882353
13070,90000,46,0,200,0,0,0,0,1,0,0,0.23,0.000511111,450
13071,7200,14.122388,0,60,0,1,0,0,1,0,0,0.235373133,0.001961443,120
13072,70000,6.834907,0,25,0,0,0,0,1,0,0,0.27339628,9.76E-05,2800
13073,12000,2.153388,0,10,0,1,0,0,1,0,0,0.2153388,0.000179449,1200
13074,9000,1,0,8,0,1,0,0,1,0,0,0.125,0.000111111,1125
13075,5354,1,0,11,0,0,0,0,1,0,0,0.090909091,0.000186776,486.7272727
13076,32000,1.673695,0.08187,22,0,1,0,0,1,0,0,0.076077045,5.23E-05,1454.545455
13077,5218,0.94,0,10,0,0,0,0,1,0,0,0.094,0.000180146,521.8
13078,6418,3.46457,0.297265,24,0,0,0,0,0,0,0,0.144357083,0.000539821,267.4166667
13079,15000,3.447272,0,15,0,0,0,0,0,0,0,0.229818133,0.000229818,1000
13080,13500,3.652147,0,30,0,0,1,0,1,1,0,0.121738233,0.000270529,450
13081,10000,0.5,0,23,0,1,1,0,1,0,0,0.02173913,5.00E-05,434.7826087
13082,36400,0.5,0,16,0,0,0,0,1,0,0,0.03125,1.37E-05,2275
13083,10000,0.5,0,5,0,0,0,0,1,0,0,0.1,5.00E-05,2000
13084,4743,0.57,0,8,0,0,0,0,1,0,0,0.07125,0.000120177,592.875
13085,4295,0.41992,0,4,0,0,0,0,1,1,0,0.10498,9.78E-05,1073.75
13086,5394,0.45,0,7,0,0,0,0,1,0,0,0.064285714,8.34E-05,770.5714286
13087,4295,0.34062,0,4,0,0,0,0,1,0,0,0.085155,7.93E-05,1073.75
13088,2700,0.29,0,3,0,1,0,0,0,0,0,0.096666667,0.000107407,900
13089,3299,0.22211,0,2,0,0,0,0,1,0,0,0.111055,6.73E-05,1649.5
13090,1275,0.387013,0,1,0,0,0,0,1,0,0,0.387013,0.00030354,1275
13091,2710,0.23,0,5,0,0,0,0,0,0,0,0.046,8.49E-05,542
13092,15000,0.3,0,2,0,1,0,0,1,0,0,0.15,2.00E-05,7500
13093,2149,0.16,0,1,0,0,0,0,1,1,0,0.16,7.45E-05,2149
13094,3200,0.2,0,7,0,1,0,0,1,0,0,0.028571429,6.25E-05,457.1428571
13095,1800,0.2,0,6,0,1,0,0,0,0,0,0.033333333,0.000111111,300
13096,2534,0.14,0,1,0,0,0,0,1,0,0,0.14,5.52E-05,2534
13097,1400,0.24,0,5,0,1,0,0,1,0,0,0.048,0.000171429,280
13098,4746,0.2,0,5,0,0,0,0,1,1,0,0.04,4.21E-05,949.2
13099,3971,0.2,0,3,0,0,0,0,0,0,0,0.066666667,5.04E-05,1323.666667
13100,3299,0.12,0,2,0,0,1,1,1,0,0,0.06,3.64E-05,1649.5
13101,1100,0.2,0,2,0,1,0,0,0,1,0,0.1,0.000181818,550
13102,2534,0.103084,0,1,0,0,0,0,1,0,0,0.103084,4.07E-05,2534
13103,2534,0.1,0,1,0,0,0,0,1,0,0,0.1,3.95E-05,2534
13104,1778,0.11,0,1,0,0,0,0,0,0,0,0.11,6.19E-05,1778
13105,2305,0.11,0,1,0,0,0,0,1,0,0,0.11,4.77E-05,2305
13106,1527,0.098,0,1,0,0,0,0,0,0,0,0.098,6.42E-05,1527
13107,2828,0.11,0,2,0,0,0,0,1,0,0,0.055,3.89E-05,1414
13108,1615,0.11,0,2,0,0,0,0,0,0,0,0.055,6.81E-05,807.5
13109,1510,0.085,0,1,0,0,0,0,0,0,0,0.085,5.63E-05,1510
13110,2830,0.13,0,3,0,0,0,0,0,0,0,0.043333333,4.59E-05,943.3333333
13111,3299,0.112683,0,2,0,0,0,0,1,0,0,0.0563415,3.42E-05,1649.5
13112,3017,0.112136,0,4,0,0,0,0,0,0,0,0.028034,3.72E-05,754.25
13113,1800,0.072,0,4,0,1,0,0,0,0,0,0.018,4.00E-05,450
13114,2363,0.1,0,2,0,0,0,0,1,1,0,0.05,4.23E-05,1181.5
13115,2828,0.1,0,2,0,0,0,0,1,0,0,0.05,3.54E-05,1414
13116,2893,0.088,0,2,0,0,0,0,1,0,0,0.044,3.04E-05,1446.5
13117,1573,0.07,0,1,0,0,0,0,0,0,0,0.07,4.45E-05,1573
13118,3349,0.118079,0,2,0,0,0,0,1,0,0,0.0590395,3.53E-05,1674.5
