,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm
5621,4500,0.57,0,7,0,0,0,0,1,0,0,0.081428571,0.000126667,642.8571429
5622,6000,0.569885,0,6,0,1,0,0,1,0,0,0.094980833,9.50E-05,1000
5623,3100,0.567999,0,5,0,0,0,0,0,0,0,0.1135998,0.000183225,620
5624,4277,0.56,0,6,0,0,0,0,0,0,0,0.093333333,0.000130933,712.8333333
5625,5293,0.55,0,7,0,0,0,0,1,0,0,0.078571429,0.000103911,756.1428571
5626,1500,0.55,0,5,0,0,0,0,1,0,0,0.11,0.000366667,300
5627,5225,0.55,0,6,0,1,0,0,1,0,0,0.091666667,0.000105263,870.8333333
5628,10000,0.55,0,11,0,1,0,0,1,0,0,0.05,5.50E-05,909.0909091
5629,5062,0.55,0,10,0,0,0,0,1,0,0,0.055,0.000108653,506.2
5630,5234,0.55,0,7,0,0,0,0,1,0,0,0.078571429,0.000105082,747.7142857
5631,5000,1.2,0,4,0,0,0,0,1,0,0,0.3,0.00024,1250
5632,6000,1.2,0,11,0,0,0,0,1,0,0,0.109090909,0.0002,545.4545455
5633,3600,1.2,0,8,0,1,0,0,1,0,0,0.15,0.000333333,450
5634,8000,1.2,0,10,0,0,0,0,1,0,0,0.12,0.00015,800
5635,3500,1.2,0,4,0,1,0,0,1,0,0,0.3,0.000342857,875
5636,3891,1.2,0,5,0,0,0,0,1,0,0,0.24,0.000308404,778.2
5637,3000,1.2,0,12,0,0,0,0,1,0,0,0.1,0.0004,250
5638,10000,1.2,0,14,0,0,0,0,1,0,0,0.085714286,0.00012,714.2857143
5639,7700,1.2,0,14,0,0,0,0,1,0,0,0.085714286,0.000155844,550
5640,8000,1.2,0,10,0,0,0,0,1,0,0,0.12,0.00015,800
5641,3936,1.183493,0,9,0,0,0,0,0,0,0,0.131499222,0.000300684,437.3333333
5642,6000,1.165045,0,200,0,1,1,0,1,0,0,0.005825225,0.000194174,30
5643,5425,1.150034,0,8,0,0,1,0,1,0,0,0.14375425,0.000211988,678.125
5644,2000,1.148369,0,6,0,0,0,0,0,0,0,0.191394833,0.000574185,333.3333333
5645,3719,1.146717,0,11,0,0,0,0,1,0,0,0.104247,0.00030834,338.0909091
5646,3763,1.144405,0,9,0,0,0,0,0,0,0,0.127156111,0.00030412,418.1111111
5647,1600,0.41,0,4,0,0,0,1,1,0,0,0.1025,0.00025625,400
5648,4605,0.41,0,5,0,0,1,0,1,0,0,0.082,8.90E-05,921
5649,4168,0.404709,0,6,0,0,0,0,1,0,0,0.0674515,9.71E-05,694.6666667
5650,3735,0.403382,0,3,0,0,0,0,1,0,0,0.134460667,0.000108001,1245
5651,2000,0.401603,0,5,0,0,0,0,1,0,0,0.0803206,0.000200802,400
5652,4468,0.400307,0,7,0,0,1,0,1,0,0,0.057186714,8.96E-05,638.2857143
5653,2744,0.4,0,2,0,0,0,0,1,0,0,0.2,0.000145773,1372
5654,1450,0.4,0,4,0,0,0,0,0,0,0,0.1,0.000275862,362.5
5655,4259,0.4,0,10,0,0,0,0,0,0,0,0.04,9.39E-05,425.9
5656,2000,0.4,0,4,0,0,1,1,1,0,0,0.1,0.0002,500
5657,6500,0.4,0,6,0,1,0,0,0,0,0,0.066666667,6.15E-05,1083.333333
5658,55000,0.4,0,4,0,1,0,0,1,0,0,0.1,7.27E-06,13750
5659,20000,0.830142,0.180918,17,0,1,0,0,0,0,0,0.048831882,4.15E-05,1176.470588
5660,6000,0.83,0,8,0,0,0,0,1,0,0,0.10375,0.000138333,750
5661,25000,0.83,0,10,0,0,0,0,1,0,0,0.083,3.32E-05,2500
5662,6300,0.819456,0,8,0,0,0,0,1,0,0,0.102432,0.000130072,787.5
5663,9400,0.81,0,11,0,1,0,0,1,0,0,0.073636364,8.62E-05,854.5454545
5664,2100,0.81,0,9,0,0,0,0,1,1,0,0.09,0.000385714,233.3333333
5665,6000,0.81,0,8,0,0,0,0,1,0,0,0.10125,0.000135,750
5666,40000,0.81,0,6,0,1,1,0,1,0,0,0.135,2.03E-05,6666.666667
5667,5638,0.808991,0,6,0,0,0,0,1,0,0,0.134831833,0.000143489,939.6666667
5668,15000,0.8,0,9,0,0,0,0,1,0,0,0.088888889,5.33E-05,1666.666667
5669,6000,0.43,0,7,0,0,0,0,1,0,0,0.061428571,7.17E-05,857.1428571
5670,3201,0.421179,0,2,0,0,0,0,1,0,0,0.2105895,0.000131577,1600.5
5671,4862,0.42,0,6,0,0,0,0,1,1,0,0.07,8.64E-05,810.3333333
5672,3200,0.42,0,5,0,1,0,0,1,0,0,0.084,0.00013125,640
5673,2816,0.412,0,2,0,0,0,0,0,0,0,0.206,0.000146307,1408
5674,2500,0.41,0,4,0,0,0,0,1,1,0,0.1025,0.000164,625
5675,8800,0.6,0,5,0,0,0,0,1,0,0,0.12,6.82E-05,1760
5676,4789,0.590138,0.029715,5,0,0,0,0,1,0,0,0.1180276,0.000123228,957.8
5677,8000,0.59,0,7,0,0,0,1,1,0,0,0.084285714,7.37E-05,1142.857143
5678,4000,0.59,0,8,0,1,0,0,1,0,0,0.07375,0.0001475,500
5679,2742,0.59,0,5,0,0,0,1,1,0,0,0.118,0.000215171,548.4
5680,3147,0.588914,0,5,0,0,0,0,0,0,0,0.1177828,0.000187135,629.4
5681,4097,0.587064,0,10,0,0,0,0,0,0,1,0.0587064,0.000143291,409.7
5682,8000,0.58,0,7,0,1,1,0,1,0,0,0.082857143,7.25E-05,1142.857143
5683,2211,0.58,0,6,0,0,0,0,0,0,0,0.096666667,0.000262325,368.5
5684,4680,0.58,0,10,0,0,0,0,0,0,0,0.058,0.000123932,468
5685,10000,0.58,0,5,0,0,1,1,1,0,0,0.116,5.80E-05,2000
5686,12400,0.58,0,6,0,1,0,1,0,0,0,0.096666667,4.68E-05,2066.666667
5687,10000,0.58,0,6,0,0,0,0,1,0,0,0.096666667,5.80E-05,1666.666667
5688,2664,0.572718,0,3,0,0,0,0,1,1,0,0.190906,0.000214984,888
5689,4650,0.57,0,8,0,0,0,0,1,0,0,0.07125,0.000122581,581.25
5690,4657,0.57,0,5,0,0,0,0,1,0,0,0.114,0.000122396,931.4
5691,30000,0.4,0,5,0,0,0,0,1,0,0,0.08,1.33E-05,6000
5692,6400,0.4,0,5,0,0,0,1,1,0,0,0.08,6.25E-05,1280
5693,4500,0.4,0,7,0,0,0,0,1,1,0,0.057142857,8.89E-05,642.8571429
5694,2000,0.4,0,7,0,0,0,0,0,0,1,0.057142857,0.0002,285.7142857
5695,3600,0.4,0,6,0,0,0,0,1,1,0,0.066666667,0.000111111,600
5696,1000,0.4,0,2,0,1,0,0,1,0,0,0.2,0.0004,500
5697,4167,0.398813,0,4,0,0,0,0,1,0,0,0.09970325,9.57E-05,1041.75
5698,2807,0.39706,0,2,0,0,0,0,0,0,0,0.19853,0.000141454,1403.5
5699,5000,0.395,0,6,0,0,0,0,1,0,0,0.065833333,7.90E-05,833.3333333
5700,6124,1.252221,0,10,0,0,0,0,1,0,0,0.1252221,0.000204478,612.4
5701,6500,1.217344,0,9,0,0,0,0,1,0,0,0.135260444,0.000187284,722.2222222
5702,4709,1.2,0,14,0,0,0,0,0,0,0,0.085714286,0.000254831,336.3571429
5703,3974,1.2,0,10,0,0,0,0,1,0,0,0.12,0.000301963,397.4
5704,10000,1.2,0,10,0,0,0,0,1,0,0,0.12,0.00012,1000
5705,5108,1.2,0,9,0,0,0,0,0,1,0,0.133333333,0.000234926,567.5555556
5706,13800,1.2,0,12,0,0,1,0,1,0,0,0.1,8.70E-05,1150
5707,8260,1.2,0,13,0,0,0,0,1,0,0,0.092307692,0.000145278,635.3846154
5708,63934,0.44,0,,0,0,0,0,1,0,0,,6.88E-06,
5709,4657,0.44,0,5,0,0,0,0,1,0,0,0.088,9.45E-05,931.4
5710,8000,0.44,0,4,0,0,0,0,1,0,0,0.11,5.50E-05,2000
5711,2950,0.435,0,3,0,1,0,0,1,0,0,0.145,0.000147458,983.3333333
5712,2617,0.431731,0,4,0,0,0,0,0,0,0,0.10793275,0.000164972,654.25
5713,3666,0.43,0,4,0,0,0,0,0,0,0,0.1075,0.000117294,916.5
5714,7570,0.43,0,6,0,0,0,0,1,1,0,0.071666667,5.68E-05,1261.666667
5715,4230,0.43,0,4,0,0,0,0,1,0,0,0.1075,0.000101655,1057.5
5716,2685,0.87,0,10,0,0,1,0,0,0,0,0.087,0.000324022,268.5
5717,10000,0.87,0,9,0,1,0,0,1,0,0,0.096666667,8.70E-05,1111.111111
5718,11000,0.87,0,10,0,0,0,0,1,0,0,0.087,7.91E-05,1100
5719,3500,0.86,0,10,0,0,0,0,0,0,0,0.086,0.000245714,350
5720,4070,0.86,0,10,0,0,0,1,1,0,0,0.086,0.000211302,407
5721,2878,0.86,0,12,0,0,0,0,0,0,0,0.071666667,0.000298819,239.8333333
5722,5000,0.859,0,10,0,1,0,0,1,1,0,0.0859,0.0001718,500
5723,6521,0.850894,0,20,0,0,0,0,1,0,0,0.0425447,0.000130485,326.05
5724,2609,0.85,0,9,0,0,0,0,0,0,0,0.094444444,0.000325795,289.8888889
5725,3791,0.85,0,3,0,0,0,0,1,0,0,0.283333333,0.000224215,1263.666667
5726,16000,0.85,0,9,0,0,0,0,1,0,0,0.094444444,5.31E-05,1777.777778
5727,3936,0.85,0,9,0,0,0,0,0,1,0,0.094444444,0.000215955,437.3333333
5728,4230,0.85,0,4,0,0,0,0,1,0,0,0.2125,0.000200946,1057.5
5729,12000,0.849097,0.08005,7,0,1,0,0,0,1,0,0.121299571,7.08E-05,1714.285714
5730,4812,0.848388,0,10,0,0,0,0,1,0,0,0.0848388,0.000176307,481.2
5731,2778,0.845249,0,3,0,0,0,0,0,0,0,0.281749667,0.000304265,926
5732,1259,0.84,0,,0,0,0,0,0,0,0,,0.000667196,
5733,3000,0.84,0,8,0,0,0,0,0,0,0,0.105,0.00028,375
5734,8900,0.32,0,4,0,0,0,0,1,0,1,0.08,3.60E-05,2225
5735,4167,0.319155,0,4,0,0,0,0,1,0,0,0.07978875,7.66E-05,1041.75
5736,3168,0.31,0,3,0,0,0,0,1,0,0,0.103333333,9.79E-05,1056
5737,8086,0.31,0,,0,0,0,0,1,0,0,,3.83E-05,
5738,7500,0.31,0,3,0,0,0,0,1,0,0,0.103333333,4.13E-05,2500
5739,3249,0.31,0,5,0,0,0,0,1,0,0,0.062,9.54E-05,649.8
5740,4405,0.31,0,4,0,0,0,0,1,0,0,0.0775,7.04E-05,1101.25
5741,2400,0.61,0,9,0,0,0,0,1,0,0,0.067777778,0.000254167,266.6666667
5742,5569,0.6,0,8,0,0,0,0,1,0,0,0.075,0.000107739,696.125
5743,4000,0.6,0,8,0,1,0,0,1,0,0,0.075,0.00015,500
5744,1920,0.6,0,8,0,1,0,0,1,0,0,0.075,0.0003125,240
5745,4000,0.6,0,4,0,1,0,0,1,0,0,0.15,0.00015,1000
5746,6000,0.6,0,4,0,0,0,0,1,0,0,0.15,1.00E-04,1500
5747,2300,0.6,0,6,0,0,0,0,1,0,0,0.1,0.00026087,383.3333333
5748,4874,0.6,0,5,0,1,0,0,1,0,0,0.12,0.000123102,974.8
5749,6000,0.6,0,4,0,0,0,0,1,0,0,0.15,1.00E-04,1500
5750,70000,0.6,0,1,0,0,0,0,1,0,0,0.6,8.57E-06,70000
5751,4874,0.6,0,5,0,1,0,0,1,0,0,0.12,0.000123102,974.8
5752,4084,0.6,0,5,0,1,0,0,1,0,0,0.12,0.000146915,816.8
5753,8600,0.6,0,9,0,0,0,0,1,1,0,0.066666667,6.98E-05,955.5555556
5754,4230,0.33,0,4,0,0,0,0,1,0,0,0.0825,7.80E-05,1057.5
5755,1500,0.33,0,6,0,0,0,0,1,0,0,0.055,0.00022,250
5756,400,0.33,0,5,0,1,0,0,1,0,0,0.066,0.000825,80
5757,1300,0.33,0,5,0,1,0,0,1,0,0,0.066,0.000253846,260
5758,2246,0.325133,0,2,0,0,0,0,0,1,0,0.1625665,0.000144761,1123
5759,3791,0.32,0,3,0,0,0,0,1,0,0,0.106666667,8.44E-05,1263.666667
5760,2000,0.32,0,4,0,0,0,0,1,1,0,0.08,0.00016,500
5761,4470,0.32,0,5,0,1,0,0,1,0,0,0.064,7.16E-05,894
5762,3750,0.454957,0,2,0,0,0,0,0,0,0,0.2274785,0.000121322,1875
5763,3018,0.45,0,5,0,0,0,0,1,0,0,0.09,0.000149105,603.6
5764,4657,0.45,0,5,0,0,0,0,1,0,0,0.09,9.66E-05,931.4
5765,2800,0.45,0,7,0,0,0,0,1,0,0,0.064285714,0.000160714,400
5766,4657,0.45,0,5,0,0,0,0,1,0,0,0.09,9.66E-05,931.4
5767,5000,0.45,0,6,0,1,0,0,1,1,0,0.075,9.00E-05,833.3333333
5768,2928,0.446733,0,4,0,0,0,0,0,0,0,0.11168325,0.000152573,732
5769,3812,0.31,0,3,0,0,0,0,1,0,0,0.103333333,8.13E-05,1270.666667
5770,9000,0.31,0,5,0,0,0,0,1,0,0,0.062,3.44E-05,1800
5771,600,0.31,0,3,0,0,0,0,1,0,0,0.103333333,0.000516667,200
5772,6488,0.31,0,4,0,0,0,0,1,0,0,0.0775,4.78E-05,1622
5773,7000,0.31,0,5,0,1,0,0,1,1,0,0.062,4.43E-05,1400
5774,3791,0.308406,0,3,0,0,0,1,1,0,0,0.102802,8.14E-05,1263.666667
5775,4605,0.306131,0,5,0,0,0,0,1,0,0,0.0612262,6.65E-05,921
5776,2624,0.306062,0,3,0,0,0,0,0,0,0,0.102020667,0.000116639,874.6666667
5777,4167,0.302076,0,4,0,0,0,0,1,0,0,0.075519,7.25E-05,1041.75
5778,3834,0.300831,0,3,0,0,0,0,1,0,0,0.100277,7.85E-05,1278
5779,7500,0.3005,0,3,0,1,0,0,1,0,0,0.100166667,4.01E-05,2500
5780,1855,0.3,0,2,0,0,0,0,0,1,0,0.15,0.000161725,927.5
5781,3000,0.3,0,3,0,0,0,0,1,0,0,0.1,1.00E-04,1000
5782,22500,0.908664,0.01483,11,0,0,0,0,1,0,0,0.082605818,4.04E-05,2045.454545
5783,5425,0.902596,0,8,0,0,0,0,1,0,0,0.1128245,0.000166377,678.125
5784,7000,0.9,0,10,0,0,0,0,0,1,0,0.09,0.000128571,700
5785,12000,0.9,0,10,0,1,0,0,1,0,0,0.09,7.50E-05,1200
5786,600,0.9,0,4,0,0,0,0,0,0,0,0.225,0.0015,150
5787,4097,0.9,0,10,0,0,0,0,0,0,0,0.09,0.000219673,409.7
5788,5507,0.898813,0,8,0,0,0,0,1,0,0,0.112351625,0.000163213,688.375
5789,6300,0.89,0,10,0,1,0,0,1,0,0,0.089,0.00014127,630
5790,13000,0.89,0,10,0,1,0,0,1,0,0,0.089,6.85E-05,1300
5791,5800,0.88,0,9,0,0,0,0,1,0,0,0.097777778,0.000151724,644.4444444
5792,2685,0.88,0,10,0,0,0,0,0,0,0,0.088,0.000327747,268.5
5793,2000,0.878788,0,10,0,0,0,0,1,0,0,0.0878788,0.000439394,200
5794,4167,0.348424,0,4,0,0,0,0,1,0,0,0.087106,8.36E-05,1041.75
5795,4167,0.345092,0,4,0,0,0,0,1,0,0,0.086273,8.28E-05,1041.75
5796,2731,0.344616,0,4,0,0,0,0,1,0,0,0.086154,0.000126187,682.75
5797,7000,0.34,0,4,0,0,0,0,1,0,0,0.085,4.86E-05,1750
5798,3791,0.34,0,3,0,0,0,0,1,0,0,0.113333333,8.97E-05,1263.666667
5799,7200,0.34,0,4,0,0,0,0,1,0,0,0.085,4.72E-05,1800
5800,3100,0.332101,0,5,0,0,0,0,0,1,0,0.0664202,0.000107129,620
5801,2500,0.63,0,7,0,0,0,0,1,0,0,0.09,0.000252,357.1428571
5802,2345,0.63,0,7,0,0,0,0,0,0,0,0.09,0.000268657,335
5803,14000,0.63,0,6,0,0,0,0,1,0,0,0.105,4.50E-05,2333.333333
5804,10000,0.63,0,4,0,1,0,0,1,0,0,0.1575,6.30E-05,2500
5805,2731,0.624064,0,4,0,0,0,0,1,1,0,0.156016,0.000228511,682.75
5806,1800,0.62333,0.11156,5,0,1,0,0,1,1,0,0.124666,0.000346294,360
5807,1800,0.620931,0,4,0,0,1,0,1,0,0,0.15523275,0.000344962,450
5808,3877,0.62,0,9,0,0,0,0,0,0,0,0.068888889,0.000159917,430.7777778
5809,7600,0.62,0,8,0,1,0,0,1,0,0,0.0775,8.16E-05,950
5810,1600,0.62,0,5,0,0,0,0,0,0,0,0.124,0.0003875,320
5811,10000,0.62,0,5,0,0,0,0,1,0,0,0.124,6.20E-05,2000
5812,4936,0.62,0,6,0,0,0,0,1,1,0,0.103333333,0.000125608,822.6666667
5813,30000,0.61,0,6,0,0,0,0,1,0,0,0.101666667,2.03E-05,5000
5814,8400,0.61,0,6,0,0,0,0,1,0,0,0.101666667,7.26E-05,1400
5815,8000,0.61,0,14,0,0,0,0,1,0,0,0.043571429,7.63E-05,571.4285714
5816,10000,0.61,0,6,0,0,0,0,1,0,0,0.101666667,6.10E-05,1666.666667
5817,3930,0.61,0,6,0,0,0,0,1,0,0,0.101666667,0.000155216,655
5818,25000,0.61,0,6,0,0,0,1,1,0,0,0.101666667,2.44E-05,4166.666667
5819,5568,0.250643,0,12,0,0,0,0,1,0,0,0.020886917,4.50E-05,464
5820,4536,0.25,0,5,0,0,0,0,1,0,0,0.05,5.51E-05,907.2
5821,4000,0.25,0,2,0,0,0,0,1,0,0,0.125,6.25E-05,2000
5822,4000,0.25,0,3,0,0,0,0,1,0,0,0.083333333,6.25E-05,1333.333333
5823,3249,0.25,0,2,0,0,0,0,1,0,0,0.125,7.69E-05,1624.5
5824,3535,0.25,0,4,0,0,0,0,1,0,0,0.0625,7.07E-05,883.75
5825,3791,0.25,0,3,0,0,0,0,1,0,0,0.083333333,6.59E-05,1263.666667
5826,2000,0.25,0,3,0,0,0,0,1,0,0,0.083333333,0.000125,666.6666667
5827,4936,0.472612,0,6,0,0,0,0,1,0,0,0.078768667,9.57E-05,822.6666667
5828,3900,0.47,0,6,0,0,0,0,1,0,0,0.078333333,0.000120513,650
5829,5062,0.47,0,10,0,0,0,0,1,0,0,0.047,9.28E-05,506.2
5830,2000,0.47,0,6,0,0,0,0,0,0,0,0.078333333,0.000235,333.3333333
5831,15000,0.47,0,6,0,0,1,0,1,0,0,0.078333333,3.13E-05,2500
5832,3277,0.46,0,5,0,0,0,0,0,0,0,0.092,0.000140372,655.4
5833,4644,0.46,0,10,0,1,0,0,0,0,0,0.046,9.91E-05,464.4
5834,4536,0.46,0,7,0,0,0,0,0,0,0,0.065714286,0.000101411,648
5835,12000,0.46,0,6,0,0,0,1,0,1,0,0.076666667,3.83E-05,2000
5836,12500,0.46,0,7,0,0,0,0,1,0,0,0.065714286,3.68E-05,1785.714286
5837,2579,0.26,0,4,0,0,0,0,0,0,0,0.065,0.000100814,644.75
5838,565,0.26,0,4,0,0,0,0,1,1,0,0.065,0.000460177,141.25
5839,4167,0.26,0,4,0,0,0,0,1,0,0,0.065,6.24E-05,1041.75
5840,2220,0.26,0,2,0,0,0,0,0,0,0,0.13,0.000117117,1110
5841,5300,0.26,0,3,0,1,0,0,1,0,0,0.086666667,4.91E-05,1766.666667
5842,2441,0.26,0,4,0,0,0,0,0,0,0,0.065,0.000106514,610.25
5843,2743,0.26,0,3,0,1,0,0,0,0,0,0.086666667,9.48E-05,914.3333333
5844,4230,0.26,0,4,0,0,0,0,1,0,0,0.065,6.15E-05,1057.5
5845,350,0.26,0,3,0,0,0,0,0,0,0,0.086666667,0.000742857,116.6666667
5846,3201,0.257638,0,2,0,0,0,0,1,0,0,0.128819,8.05E-05,1600.5
5847,5000,0.35,0,3,0,1,0,0,1,0,0,0.116666667,7.00E-05,1666.666667
5848,1500,0.35,0,5,0,0,0,0,1,0,0,0.07,0.000233333,300
5849,2000,0.35,0,4,0,0,0,0,1,0,0,0.0875,0.000175,500
5850,4000,0.35,0,8,0,0,0,0,1,0,0,0.04375,8.75E-05,500
5851,3763,0.35,0,8,0,0,0,0,0,0,0,0.04375,9.30E-05,470.375
5852,3751,0.35,0,4,0,0,0,0,0,0,0,0.0875,9.33E-05,937.75
5853,3249,0.35,0,2,0,0,0,0,1,0,0,0.175,0.000107725,1624.5
5854,3000,0.35,0,4,0,0,0,0,1,0,0,0.0875,0.000116667,750
5855,2200,0.35,0,5,0,1,0,0,1,0,0,0.07,0.000159091,440
5856,3572,0.25,0,4,0,0,0,0,1,0,0,0.0625,7.00E-05,893
5857,15700,0.25,0,2,0,1,0,0,1,0,0,0.125,1.59E-05,7850
5858,11000,0.25,0,2,0,0,0,0,1,0,0,0.125,2.27E-05,5500
5859,5000,0.25,0,3,0,0,0,0,1,0,0,0.083333333,5.00E-05,1666.666667
5860,2850,0.25,0,6,0,0,0,0,1,0,0,0.041666667,8.77E-05,475
5861,4905,0.25,0,4,0,0,0,0,1,1,0,0.0625,5.10E-05,1226.25
5862,2483,0.25,0,4,0,0,0,0,0,0,0,0.0625,0.000100685,620.75
5863,5830,0.25,0,4,0,0,0,0,0,0,0,0.0625,4.29E-05,1457.5
5864,2165,0.25,0,3,0,0,0,0,0,0,0,0.083333333,0.000115473,721.6666667
5865,2657,0.25,0,5,0,0,0,0,0,0,0,0.05,9.41E-05,531.4
5866,20000,0.25,0,2,0,0,0,0,1,0,0,0.125,1.25E-05,10000
5867,1500,0.25,0,3,0,0,0,0,1,1,1,0.083333333,0.000166667,500
5868,3572,0.25,0,4,0,0,0,0,1,0,0,0.0625,7.00E-05,893
5869,2400,0.25,0,3,0,1,0,0,1,0,0,0.083333333,0.000104167,800
5870,6000,0.25,0,3,0,0,0,0,1,0,0,0.083333333,4.17E-05,2000
5871,5293,0.66,0,7,0,0,0,0,1,0,0,0.094285714,0.000124693,756.1428571
5872,1000,0.66,0,6,0,0,0,0,1,0,0,0.11,0.00066,166.6666667
5873,5062,0.66,0,10,0,0,0,0,1,0,0,0.066,0.000130383,506.2
5874,3300,0.66,0,10,0,1,0,1,1,0,0,0.066,0.0002,330
5875,5536,0.65,0,8,0,0,0,0,1,1,0,0.08125,0.000117413,692
5876,6500,0.65,0,7,0,1,0,0,1,0,0,0.092857143,0.0001,928.5714286
5877,4000,0.65,0,6,0,0,0,0,1,0,0,0.108333333,0.0001625,666.6666667
5878,1500,0.65,0,5,0,0,0,0,0,0,0,0.13,0.000433333,300
5879,30000,0.65,0,7,0,0,0,0,1,0,1,0.092857143,2.17E-05,4285.714286
5880,500,0.641204,0,4,0,0,0,0,1,0,0,0.160301,0.001282408,125
5881,16000,0.64,0,10,0,0,0,0,1,0,0,0.064,4.00E-05,1600
5882,5998,0.64,0,8,0,0,0,0,0,0,0,0.08,0.000106702,749.75
5883,2500,0.64,0,6,0,0,0,0,0,0,0,0.106666667,0.000256,416.6666667
5884,6000,0.64,0,5,0,0,0,1,1,0,0,0.128,0.000106667,1200
5885,2923,0.27,0,4,0,0,0,0,0,1,1,0.0675,9.24E-05,730.75
5886,2500,0.27,0,3,0,0,0,0,1,0,0,0.09,0.000108,833.3333333
5887,6500,0.27,0,5,0,1,0,0,1,0,0,0.054,4.15E-05,1300
5888,4278,0.267826,0,4,0,0,0,0,1,0,0,0.0669565,6.26E-05,1069.5
5889,3735,0.261648,0,3,0,0,0,0,1,0,0,0.087216,7.01E-05,1245
5890,2200,0.5,0,5,0,0,0,0,1,0,0,0.1,0.000227273,440
5891,4800,0.49,0,6,0,0,0,0,0,0,0,0.081666667,0.000102083,800
5892,4605,0.49,0,5,0,0,0,0,1,0,0,0.098,0.000106406,921
5893,4167,0.484829,0,4,0,0,0,0,1,0,0,0.12120725,0.00011635,1041.75
5894,8000,0.480638,0,5,0,0,0,0,1,0,0,0.0961276,6.01E-05,1600
5895,4191,0.48,0,6,0,0,1,1,1,0,0,0.08,0.000114531,698.5
5896,2400,0.48,0,5,0,0,0,0,1,0,0,0.096,0.0002,480
5897,3325,0.48,0,3,0,0,0,0,0,0,1,0.16,0.000144361,1108.333333
5898,2000,0.21,0,4,0,0,0,0,0,1,0,0.0525,0.000105,500
5899,3201,0.21,0,2,0,0,0,0,1,0,0,0.105,6.56E-05,1600.5
5900,1828,0.21,0,1,0,0,0,0,0,0,0,0.21,0.00011488,1828
5901,5000,0.21,0,4,0,0,0,0,0,0,0,0.0525,4.20E-05,1250
5902,1725,0.21,0,1,0,0,0,0,0,0,0,0.21,0.000121739,1725
5903,3202,0.21,0,3,0,0,0,0,1,0,0,0.07,6.56E-05,1067.333333
5904,3617,0.37,0,7,0,0,0,0,0,0,0,0.052857143,0.000102295,516.7142857
5905,2848,0.360928,0,3,0,0,0,0,0,0,0,0.120309333,0.00012673,949.3333333
5906,900,0.36,0,6,0,0,0,0,1,0,0,0.06,0.0004,150
5907,6000,0.36,0,4,0,0,0,0,1,0,0,0.09,6.00E-05,1500
5908,4905,0.36,0,4,0,0,0,0,1,0,0,0.09,7.34E-05,1226.25
5909,2510,0.36,0,4,0,0,0,0,1,0,0,0.09,0.000143426,627.5
5910,3735,0.358757,0,3,0,0,0,0,1,0,0,0.119585667,9.61E-05,1245
5911,1200,0.353047,0,6,0,0,0,0,1,0,0,0.058841167,0.000294206,200
5912,3201,0.217451,0,2,0,0,0,0,1,1,1,0.1087255,6.79E-05,1600.5
5913,1500,0.215,0,1,0,0,0,0,1,0,0,0.215,0.000143333,1500
5914,3201,0.214015,0,2,0,0,0,0,1,0,0,0.1070075,6.69E-05,1600.5
5915,3735,0.213186,0,3,0,0,0,0,1,0,0,0.071062,5.71E-05,1245
5916,3735,0.213094,0,3,0,0,0,0,1,0,0,0.071031333,5.71E-05,1245
5917,2891,0.212869,0,4,0,0,0,0,0,0,0,0.05321725,7.36E-05,722.75
5918,3286,0.212516,0,2,0,0,0,0,1,0,1,0.106258,6.47E-05,1643
5919,3286,0.28,0,2,0,0,0,0,1,1,0,0.14,8.52E-05,1643
5920,4230,0.28,0,4,0,0,0,0,1,0,0,0.07,6.62E-05,1057.5
5921,3735,0.279486,0,3,0,0,0,0,1,0,0,0.093162,7.48E-05,1245
5922,3791,0.278666,0,3,0,0,0,0,1,0,0,0.092888667,7.35E-05,1263.666667
5923,4167,0.278182,0,4,0,0,0,0,1,0,0,0.0695455,6.68E-05,1041.75
5924,2746,0.272452,0,2,0,0,0,0,1,0,0,0.136226,9.92E-05,1373
5925,3249,0.270662,0,2,0,0,0,0,1,0,0,0.135331,8.33E-05,1624.5
5926,2165,0.27,0,3,0,0,0,0,0,0,0,0.09,0.000124711,721.6666667
5927,2591,0.208478,0,3,0,0,0,0,0,0,0,0.069492667,8.05E-05,863.6666667
5928,1567,0.207774,0,2,0,0,0,0,0,0,0,0.103887,0.000132593,783.5
5929,4984,0.206711,0,2,0,0,0,0,1,0,0,0.1033555,4.15E-05,2492
5930,4167,0.20518,0,4,0,0,0,0,1,0,0,0.051295,4.92E-05,1041.75
5931,4515,0.203704,0,,0,0,0,0,1,0,0,,4.51E-05,
5932,3286,0.201883,0,2,0,0,0,0,1,0,0,0.1009415,6.14E-05,1643
5933,2187,0.2018,0,2,0,0,0,0,0,1,0,0.1009,9.23E-05,1093.5
5934,3168,0.200122,0,3,0,0,0,0,1,0,0,0.066707333,6.32E-05,1056
5935,5815,0.5,0,3,0,0,0,0,1,0,0,0.166666667,8.60E-05,1938.333333
5936,12500,0.5,0,6,0,0,0,0,1,0,0,0.083333333,4.00E-05,2083.333333
5937,1800,0.5,0,5,0,0,1,1,0,0,0,0.1,0.000277778,360
5938,3000,0.5,0,5,0,0,0,0,0,0,0,0.1,0.000166667,600
