,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm,LogRpE,LogRpF,LogFpE
12739,44000,6.231967,0,24,0,0,1,0,1,0,0,0.259665292,0.000141636,1833.333333,0.568425784,0.171128081,3.321639446
12740,70000,10.960539,0,100,0,1,0,0,1,0,0,0.10960539,0.000156579,700,0.518795002,0.214615247,2.417325936
12741,58267,10.1,0,,0,0,0,0,1,0,0,,0.00017334,,,0.210751794,
12742,30000,5.411581,0,16,0,1,1,1,1,0,0,0.338223813,0.000180386,1875,0.595980988,0.163793679,3.638607972
12743,15000,5.26336,0,14,0,0,0,0,1,0,0,0.375954286,0.000350891,1071.428571,0.613271351,0.172712479,3.550822461
12744,35000,23.771884,0,50,0,1,1,0,1,0,0,0.47543768,0.000679197,700,0.805860644,0.302826364,2.661131067
12745,55000,6.607564,0,106,0,0,0,0,0,0,0,0.062335509,0.000120138,518.8679245,0.404083933,0.172991273,2.335863104
12746,3250,6.569381,0,30,0,0,0,0,0,0,0,0.218979367,0.002021348,108.3333333,0.548173158,0.232788042,2.354816659
12747,12000,2.461253,0,15,0,0,0,0,1,0,0,0.164083533,0.000205104,800,0.324848241,0.095890875,3.387686696
12748,4342,2.818257,0,10,0,1,0,0,0,0,0,0.2818257,0.000649069,434.2,0.432095021,0.12369955,3.49310099
12749,7304,2.677523,0,14,0,1,1,1,1,0,0,0.191251643,0.000366583,521.7142857,0.363690493,0.110709585,3.285085859
12750,10000,2.6,0,20,0,1,0,0,1,0,0,0.13,0.00026,500,0.313846084,0.103743337,3.025216782
12751,12000,2.119282,0,20,0,0,0,0,1,0,0,0.1059641,0.000176607,600,0.24669792,0.07996427,3.085101891
12752,12000,3.04922,0,18,0,0,0,0,1,0,0,0.169401111,0.000254102,666.6666667,0.37864117,0.118697535,3.189966576
12753,4130,3,0,6,0,0,0,0,1,0,0,0.5,0.000726392,688.3333333,0.564575034,0.131949072,4.278734396
12754,17236,12.89192,0,115,0,1,0,0,1,0,0,0.112103652,0.000747965,149.8782609,0.537825234,0.262087631,2.052081712
12755,35000,12.342902,0,34,0,0,0,0,1,0,0,0.363026529,0.000352654,1029.411765,0.706845326,0.240185065,2.942919557
12756,100000,12.242639,0,43,0,1,1,0,1,0,0,0.284712535,0.000122426,2325.581395,0.661944855,0.217575009,3.042375404
12757,42000,12.237231,0,50,0,1,0,0,1,0,0,0.24474462,0.000291363,840,0.636977135,0.235263792,2.707501779
12758,13000,7.652263,0,36,0,1,0,0,1,0,0,0.212562861,0.000588636,361.1111111,0.563569007,0.214827919,2.623350867
12759,11645,7.050217,0,53,0,0,0,1,1,0,0,0.133022962,0.000605429,219.7169811,0.489612988,0.208601423,2.347121992
12760,25000,1,0,2,0,1,0,0,1,0,0,0.5,4.00E-05,12500,0,0,9.217656864
12761,20000,4.188048,0,10,0,1,0,0,0,0,0,0.4188048,0.000209402,2000,0.597288285,0.144619231,4.130075097
12762,1000,4,0,4,0,0,0,0,1,0,0,1,0.004,250,0.861353116,0.200686664,4.292029674
12763,32000,4.526623,0,20,0,1,1,1,1,0,0,0.22633115,0.000141457,1600,0.495964874,0.145561042,3.40726383
12764,70000,0.987855,0,10,0,1,1,0,1,0,0,0.0987855,1.41E-05,7000,-0.005095866,-0.001095292,4.652517834
12765,7000,1.6,0,15,0,0,0,0,1,0,0,0.106666667,0.000228571,466.6666667,0.169517976,0.053085768,3.193284802
12766,70000,4.70808,0,25,0,0,0,0,1,0,0,0.1883232,6.73E-05,2800,0.475516966,0.138871046,3.42416205
12767,28000,4.610135,0,20,0,1,0,0,1,0,0,0.23050675,0.000164648,1400,0.501969413,0.149244447,3.363404277
12768,63000,4.583199,0,23,0,0,1,0,1,1,0,0.199269522,7.27E-05,2739.130435,0.479034437,0.137762409,3.477250731
12769,7815,3.28658,0,20,0,0,0,0,1,0,0,0.164329,0.000420548,390.75,0.390815813,0.132739182,2.944238522
12770,2000,3.119879,0,15,0,0,0,0,1,0,0,0.207991933,0.00155994,133.3333333,0.410372519,0.149691991,2.741446071
12771,40000,5.020972,0,20,0,0,0,0,1,0,0,0.2510486,0.000125524,2000,0.530008753,0.15227698,3.480557279
12772,9669,4.982184,0,44,0,0,1,0,1,0,0,0.113231455,0.000515274,219.75,0.421857297,0.174994477,2.410689205
12773,3117,0.7,0,5,0,0,0,0,0,0,0,0.14,0.000224575,623.4,-0.199064076,-0.044337043,4.489791413
12774,5500,3.468479,0,25,0,1,1,1,1,0,0,0.13873916,0.000630633,220,0.381730914,0.144408207,2.643415648
12775,37968,3.404163,0,45,0,1,0,0,1,1,0,0.075648067,8.97E-05,843.7333333,0.319956603,0.116174234,2.754109849
12776,6000,3.397962,0,35,0,1,0,0,1,0,0,0.097084629,0.000566327,171.4285714,0.341333717,0.140602766,2.427645813
12777,11372,3.352756,0,15,0,1,1,0,1,0,0,0.223517067,0.000294826,758.1333333,0.436336873,0.12954218,3.368299596
12778,160000,3.345887,0,34,0,1,0,0,1,0,0,0.098408441,2.09E-05,4705.882353,0.339694401,0.100787697,3.370395496
12779,4200,1.8,0,16,0,1,0,0,1,0,0,0.1125,0.000428571,262.5,0.207462903,0.070454027,2.944656399
12780,8000,1.7086,0,18,0,1,0,0,0,0,0,0.094922222,0.000213575,444.4444444,0.181927466,0.05960416,3.052261189
12781,2875,1.062235,0,15,0,0,0,0,1,0,0,0.070815667,0.000369473,191.6666667,0.021775743,0.007581195,2.87233656
12782,9000,0.69,0,5,0,0,0,0,1,0,0,0.138,7.67E-05,1800,-0.207094584,-0.040753927,5.081586012
12783,16500,0.77,0,8,0,0,0,0,1,0,0,0.09625,4.67E-05,2062.5,-0.11895223,-0.026913979,4.419719204
12784,14500,0.76,0,10,0,1,0,0,1,0,0,0.076,5.24E-05,1450,-0.114449054,-0.02864116,3.99596431
12785,3500,0.756892,0,2,0,0,1,1,1,0,0,0.378446,0.000216255,1750,-0.253533214,-0.034131987,7.428023818
12786,5632,3.643184,0,23,0,0,0,0,0,0,0,0.158399304,0.000646872,244.8695652,0.406808095,0.149701842,2.717455512
12787,8507,3.606405,0,20,0,1,1,0,1,0,0,0.18032025,0.000423934,425.35,0.421317779,0.1417573,2.972106404
12788,1800,3.536068,0,15,0,1,1,0,1,0,0,0.235737867,0.001964482,120,0.455536505,0.168502209,2.703445298
12789,24000,0.75,0,6,0,0,0,0,1,1,0,0.125,3.13E-05,4000,-0.14783934,-0.02852345,5.183080583
12790,12000,0.75,0,9,0,1,0,0,1,0,0,0.083333333,6.25E-05,1333.333333,-0.124938737,-0.030628386,4.079181246
12791,25000,2,0,5,0,0,0,0,1,0,0,0.4,8.00E-05,5000,0.386852807,0.068447954,5.65178043
12792,15000,1.881331,0,15,0,0,0,0,1,0,0,0.125422067,0.000125422,1000,0.227938424,0.065722992,3.46816872
12793,1500,1.87906,0,13,0,1,0,0,1,0,0,0.144543077,0.001252707,115.3846154,0.239014001,0.086250874,2.771148737
12794,5390,0.52,0,7,0,0,0,0,1,0,0,0.074285714,9.65E-05,770,-0.314472157,-0.076106097,4.132023186
12795,6400,1.1,0,11,0,1,0,0,1,1,0,0.1,0.000171875,581.8181818,0.038355638,0.010875126,3.52691449
12796,6823,1.1,0,14,0,0,0,0,1,1,0,0.078571429,0.000161219,487.3571429,0.03519513,0.010796284,3.259930164
12797,18000,0.8,0,9,0,1,0,0,1,0,0,0.088888889,4.44E-05,2000,-0.096910013,-0.022774103,4.255272505
12798,4000,0.5,0,5,0,0,0,0,1,0,0,0.1,0.000125,800,-0.386852807,-0.083571622,4.628997241
12799,5825,1.189311,0,14,0,0,0,0,0,0,0,0.084950786,0.000204174,416.0714286,0.064021763,0.019997216,3.20153381
12800,4284,0.4,0,4,0,0,0,0,1,0,0,0.1,9.34E-05,1071,-0.569323442,-0.109569522,5.196001888
12801,9311,0.83,0,10,0,0,0,0,1,0,0,0.083,8.91E-05,931.1,-0.07770547,-0.020388507,3.811238914
12802,55000,0.42,0,3,0,1,0,0,1,0,0,0.14,7.64E-06,18333.33333,-0.625769383,-0.079477191,7.873571999
12803,3714,0.42,0,4,0,0,0,0,0,0,0,0.105,0.000113086,928.5,-0.539008408,-0.105537085,5.107289122
12804,1500,0.57,0,4,0,1,0,0,1,0,0,0.1425,0.00038,375,-0.349264121,-0.076863391,4.543959311
12805,5000,1.2,0,14,0,1,0,0,1,0,0,0.085714286,0.00024,357.1428571,0.067325767,0.021406296,3.14513859
12806,4000,0.87,0,10,0,1,0,0,1,1,0,0.087,0.0002175,400,-0.058076793,-0.0167906,3.458887356
12807,8039,0.86,0,7,0,0,0,0,1,0,0,0.122857143,0.000106978,1148.428571,-0.072530478,-0.016772896,4.324266778
12808,5000,0.84,0,6,0,0,0,0,1,0,0,0.14,0.000168,833.3333333,-0.089599917,-0.020470756,4.376971463
12809,4542,0.32,0,7,0,0,0,0,0,0,0,0.045714286,7.05E-05,648.8571429,-0.547952063,-0.135306695,4.049703997
12810,4611,0.31,0,5,0,0,0,0,1,0,0,0.062,6.72E-05,922.2,-0.653649668,-0.138828261,4.708332886
12811,14000,0.45,0,5,0,1,0,0,1,0,0,0.09,3.21E-05,2800,-0.445655631,-0.083641287,5.328177567
12812,4474,0.45,0,7,0,0,0,0,1,0,0,0.064285714,0.000100581,639.1428571,-0.384001031,-0.094992157,4.042449847
12813,4942,0.45,0,6,0,0,1,1,1,0,0,0.075,9.11E-05,823.6666667,-0.410351781,-0.093881055,4.370975397
12814,12000,0.31,0,4,0,0,1,0,1,1,0,0.0775,2.58E-05,3000,-0.727696901,-0.124691274,5.835988985
12815,35000,0.9,0,11,0,0,0,0,1,0,0,0.081818182,2.57E-05,3181.818182,-0.042400191,-0.010069719,4.210662538
12816,3104,0.342057,0,5,0,0,0,0,0,0,0,0.0684114,0.000110199,620.8,-0.59872874,-0.13342267,4.487458847
12817,2615,0.34,0,5,0,0,0,0,0,0,0,0.068,0.000130019,523,-0.602095136,-0.13709582,4.391783335
12818,10000,0.61,0,5,0,0,0,0,1,0,0,0.122,6.10E-05,2000,-0.27587203,-0.053667541,5.140388836
12819,4236,0.25,0,4,0,0,0,1,1,1,0,0.0625,5.90E-05,1059,-0.861353116,-0.165995948,5.189000857
12820,5369,0.47,0,8,0,1,0,0,1,0,0,0.05875,8.75E-05,671.125,-0.343625587,-0.087911934,3.908747899
12821,5000,0.26,0,3,0,0,1,0,1,0,0,0.086666667,5.20E-05,1666.666667,-0.971708236,-0.158159339,6.14385619
12822,8000,0.35,0,1,0,0,0,0,1,0,0,0.35,4.38E-05,8000,-1.514573173,-0.116813078,12.96578428
12823,3674,0.35,0,12,0,0,0,0,0,0,0,0.029166667,9.53E-05,306.1666667,-0.409295459,-0.12788616,3.200467191
12824,8600,0.25,0,1,0,0,0,0,1,0,0,0.25,2.91E-05,8600,-2,-0.153020772,13.07012094
12825,3300,0.64,0,7,0,0,0,0,1,0,0,0.091428571,0.000193939,471.4285714,-0.21461873,-0.055085763,3.896083436
12826,3000,0.27,0,5,0,0,0,0,1,0,0,0.054,9.00E-05,600,-0.73075284,-0.163536499,4.46843882
12827,3104,0.27,0,5,0,0,0,0,0,0,0,0.054,8.70E-05,620.8,-0.73075284,-0.162843352,4.487458847
12828,4050,0.49,0,5,0,0,0,0,1,0,0,0.098,0.000120988,810,-0.398128153,-0.085878803,4.635930382
12829,3444,0.21,0,2,0,1,0,0,1,0,0,0.105,6.10E-05,1722,-1.420562799,-0.19162245,7.413342222
12830,2853,0.369035,0,2,0,0,0,0,1,1,1,0.1845175,0.00012935,1426.5,-0.907384524,-0.125295118,7.241978297
12831,3241,0.21637,0,3,0,0,0,0,0,0,0,0.072123333,6.68E-05,1080.333333,-1.104213807,-0.189365917,5.831111653
12832,2159,0.212715,0,1,0,0,0,0,0,0,0,0.212715,9.85E-05,2159,-2.233006324,-0.201604964,11.07614753
12833,2748,0.28,0,4,0,1,0,0,1,0,0,0.07,0.000101892,687,-0.790938045,-0.160755824,4.920120616
12834,1500,0.28,0,3,0,0,0,0,1,0,0,0.093333333,0.000186667,500,-0.918250634,-0.174063628,5.275373393
12835,3816,0.201443,0,7,0,0,0,0,0,0,0,0.028777571,5.28E-05,545.1428571,-0.770518807,-0.194283615,3.965948485
12836,1467,0.5,0,1,0,0,0,0,0,0,0,0.5,0.000340832,1467,-1,-0.095069206,10.51865316
12837,8000,0.5,0,10,0,1,0,0,0,0,0,0.05,6.25E-05,800,-0.289064826,-0.077126071,3.747952182
12838,4000,0.5,0,3,0,1,0,0,1,0,0,0.166666667,0.000125,1333.333333,-0.5,-0.083571622,5.982892142
12839,4284,0.22,0,4,0,0,0,0,1,0,0,0.055,5.14E-05,1071,-0.940780456,-0.181058528,5.196001888
12840,1831,0.22,0,1,0,0,0,0,1,0,0,0.22,0.000120153,1831,-2.184424571,-0.201544631,10.83841608
12841,15000,0.22,0,3,0,1,0,0,0,0,0,0.073333333,1.47E-05,5000,-1.092212286,-0.157462392,6.93633744
12842,3740,0.379918,0,3,0,0,0,0,1,0,0,0.126639333,0.000101582,1246.666667,-0.698120014,-0.117639304,5.934411277
12843,4177,0.375,0,6,0,0,0,0,1,0,0,0.0625,8.98E-05,696.1666667,-0.504046527,-0.117642827,4.284549607
12844,12966,0.18,0,,0,0,0,0,1,0,0,,1.39E-05,,,-0.181075278,
12845,2932,0.18,0,6,0,0,0,0,0,0,0,0.03,6.14E-05,488.6666667,-0.88123207,-0.214794426,4.102676615
12846,3290,0.18,0,2,0,0,0,0,1,0,0,0.09,5.47E-05,1645,-1.560876795,-0.211738987,7.371702399
12847,4173,0.286201,0,4,0,0,0,0,1,0,0,0.07155025,6.86E-05,1043.25,-0.777327853,-0.150072255,5.179690634
12848,3500,0.23,0,3,0,1,0,0,0,0,0,0.076666667,6.57E-05,1166.666667,-1.060147117,-0.180095911,5.886569603
12849,2400,0.225,0,2,0,0,0,0,0,0,0,0.1125,9.38E-05,1200,-1.357762781,-0.191649999,7.084595809
12850,15000,0.39,0,5,0,1,0,0,1,0,0,0.078,2.60E-05,3000,-0.525521732,-0.097923002,5.366683221
12851,5000,0.383551,0,6,0,0,0,1,1,0,0,0.063925167,7.67E-05,833.3333333,-0.492459881,-0.112511559,4.376971463
12852,2252,0.19,0,3,0,0,0,0,0,0,0,0.063333333,8.44E-05,750.6666667,-1.197964338,-0.215132494,5.568495556
12853,3000,0.19,0,20,0,0,0,0,1,0,0,0.0095,6.33E-05,150,-0.545481678,-0.207426301,2.629761393
12854,4101,0.3,0,8,0,1,0,0,0,0,0,0.0375,7.32E-05,512.625,-0.547951637,-0.144725906,3.786133749
12855,3740,0.156314,0,3,0,0,0,0,1,0,0,0.052104667,4.18E-05,1246.666667,-1.338740549,-0.225589445,5.934411277
12856,2252,0.154669,0,2,0,0,0,0,0,0,0,0.0773345,6.87E-05,1126,-1.698932325,-0.241783799,7.026659058
12857,3796,0.23,0,3,0,0,0,0,1,0,0,0.076666667,6.06E-05,1265.333333,-1.060147117,-0.178321876,5.945132139
12858,3254,0.23,0,5,0,0,0,1,1,0,0,0.046,7.07E-05,650.8,-0.820241776,-0.181718761,4.513797988
12859,3205,0.159388,0,2,0,0,0,0,1,0,0,0.079694,4.97E-05,1602.5,-1.671575875,-0.227491015,7.347876455
12860,2989,0.19,0,4,0,0,0,0,1,0,0,0.0475,6.36E-05,747.25,-1.031870316,-0.207521514,4.972353454
12861,2319,0.19,0,3,0,1,0,0,0,0,0,0.063333333,8.19E-05,773,-1.197964338,-0.214318557,5.589643552
12862,2321,0.15,0,3,0,0,0,0,0,0,0,0.05,6.46E-05,773.6666667,-1.368482797,-0.244797465,5.590265404
12863,3483,0.16,0,2,0,1,0,0,1,0,0,0.08,4.59E-05,1741.5,-1.668087534,-0.224700867,7.423591884
12864,4148,0.24,0,4,0,0,0,0,1,0,0,0.06,5.79E-05,1037,-0.886717247,-0.171314644,5.175957087
12865,3254,0.24,0,2,0,0,0,0,1,0,0,0.12,7.38E-05,1627,-1.299017288,-0.176456458,7.361687441
12866,3740,0.199363,0,3,0,0,0,0,1,0,0,0.066454333,5.33E-05,1246.666667,-1.163265206,-0.196020321,5.934411277
12867,3205,0.162276,0,2,0,0,0,0,1,0,0,0.081138,5.06E-05,1602.5,-1.655230611,-0.225266527,7.347876455
12868,3205,0.16086,0,2,0,0,0,0,1,0,0,0.08043,5.02E-05,1602.5,-1.6632081,-0.226352214,7.347876455
12869,3205,0.130089,0,2,0,0,0,0,1,0,0,0.0650445,4.06E-05,1602.5,-1.856466079,-0.252653415,7.347876455
12870,2133,0.242078,0,2,0,0,0,0,1,1,0,0.121039,0.000113492,1066.5,-1.291170056,-0.185054482,6.977242834
12871,3290,0.2,0,2,0,0,1,1,1,0,0,0.1,6.08E-05,1645,-1.464973521,-0.198729336,7.371702399
12872,3290,0.2,0,3,0,0,0,0,0,0,0,0.066666667,6.08E-05,1096.666667,-1.160964047,-0.198729336,5.841935934
12873,3796,0.12,0,3,0,0,0,0,1,0,0,0.04,3.16E-05,1265.333333,-1.529446845,-0.257260362,5.945132139
12874,1829,0.12,0,1,0,0,0,0,0,0,0,0.12,6.56E-05,1829,-3.058893689,-0.282268066,10.83683936
12875,2897,0.17,0,4,0,1,0,0,1,0,0,0.0425,5.87E-05,724.25,-1.100978688,-0.222288425,4.952928557
12876,3290,0.165,0,2,0,0,0,0,1,0,0,0.0825,5.02E-05,1645,-1.640077964,-0.222482932,7.371702399
12877,7240,0.12,0,,0,0,0,0,1,0,0,,1.66E-05,,,-0.238570239,
12878,4461,0.12,0,2,0,1,0,0,1,0,0,0.06,2.69E-05,2230.5,-1.929947041,-0.25231836,7.648856946
12879,2527,0.12,0,1,0,0,0,0,1,0,0,0.12,4.75E-05,2527,-3.058893689,-0.270621682,11.30320995
12880,1200,0.12,0,1,0,0,0,0,0,0,0,0.12,1.00E-04,1200,-3.058893689,-0.299046623,10.22881869
12881,3205,0.17,0,2,0,0,0,0,1,0,0,0.085,5.30E-05,1602.5,-1.612904625,-0.219506225,7.347876455
12882,4000,0.17,0,2,0,0,0,0,0,0,0,0.085,4.25E-05,2000,-1.612904625,-0.213641938,7.54956933
12883,2296,0.17,0,2,0,0,0,0,1,0,0,0.085,7.40E-05,1148,-1.612904625,-0.22896683,7.044271976
12884,2527,0.105336,0,1,0,0,0,0,1,0,0,0.105336,4.17E-05,2527,-3.246929514,-0.287257295,11.30320995
12885,406000,0.104937,0,1,0,0,0,0,1,0,0,0.104937,2.58E-07,406000,-3.252404644,-0.174568389,18.6311202
12886,2499,0.1224,0,1,0,0,0,0,1,0,0,0.1224,4.90E-05,2499,-3.030324537,-0.268475967,11.28713519
12887,2383,0.175,0,2,0,0,0,0,0,0,0,0.0875,7.34E-05,1191.5,-1.586519032,-0.224143959,7.078125338
12888,2499,0.11,0,1,0,0,0,0,1,0,0,0.11,4.40E-05,2499,-3.184424571,-0.282128682,11.28713519
12889,3833,0.11,0,1,0,0,0,0,1,1,0,0.11,2.87E-05,3833,-3.184424571,-0.26750298,11.90425828
12890,3205,0.096,0,2,0,0,0,0,1,0,0,0.048,3.00E-05,1602.5,-2.133061055,-0.29029626,7.347876455
12891,2101,0.097355,0.036034,2,0,0,0,0,1,0,0,0.0486775,4.63E-05,1050.5,-2.120303233,-0.304488865,6.963483642
12892,2500,0.11,0,2,0,1,0,0,1,0,0,0.055,4.40E-05,1250,-2.00914821,-0.282114255,7.12175359
12893,1239,0.094,0,1,0,0,0,0,1,0,0,0.094,7.59E-05,1239,-3.411195433,-0.3319911,10.27496047
12894,3205,0.093456,0,2,0,0,0,0,1,0,0,0.046728,2.92E-05,1602.5,-2.157507763,-0.293623304,7.347876455
12895,2462,0.093431,0,1,0,0,0,0,1,0,0,0.093431,3.79E-05,2462,-3.41995488,-0.303574627,11.26561505
12896,2112,0.15,0,1,0,0,0,0,1,0,0,0.15,7.10E-05,2112,-2.736965594,-0.247814915,11.04439412
12897,2462,0.083789,0,1,0,0,0,0,1,0,0,0.083789,3.40E-05,2462,-3.577095334,-0.317523306,11.26561505
12898,2748,0.11,0,2,0,0,0,0,1,0,0,0.055,4.00E-05,1374,-2.00914821,-0.278744592,7.207846421
12899,12000,0.085,0,4,0,0,0,0,1,0,0,0.02125,7.08E-06,3000,-1.531655246,-0.262449989,5.835988985
12900,3205,0.084,0,2,0,0,0,0,1,1,0,0.042,2.62E-05,1602.5,-2.254606567,-0.306837844,7.347876455
12901,1763,0.1,0,1,0,0,0,0,1,0,0,0.1,5.67E-05,1763,-3.321928095,-0.308047528,10.78381676
12902,1682,0.081085,0,1,0,0,0,0,0,0,0,0.081085,4.82E-05,1682,-3.624421136,-0.33822639,10.71596199
12903,3205,0.081,0,2,0,0,0,0,1,0,0,0.0405,2.53E-05,1602.5,-2.287709823,-0.31134299,7.347876455
12904,1763,0.072,0,1,0,0,0,0,1,1,0,0.072,4.08E-05,1763,-3.795859283,-0.3519959,10.78381676
12905,1525,0.1,0,2,0,1,0,0,1,0,0,0.05,6.56E-05,762.5,-2.095903274,-0.314142391,6.671825688
12906,5000,0.1,0,3,0,1,0,0,1,0,0,0.033333333,2.00E-05,1666.666667,-1.660964047,-0.270345528,6.14385619
12907,1442,0.071,0,1,0,0,0,0,0,0,0,0.071,4.92E-05,1442,-3.816037165,-0.363644914,10.49385545
12908,1727,0.070945,0,1,0,0,0,0,0,0,0,0.070945,4.11E-05,1727,-3.817155179,-0.354950399,10.75405237
12909,1763,0.07,0,1,0,0,0,0,1,0,0,0.07,3.97E-05,1763,-3.836501268,-0.355764694,10.78381676
12910,2000,0.075,0,2,0,0,0,0,1,1,0,0.0375,3.75E-05,1000,-2.357762781,-0.340784161,6.918639576
12911,2499,0.074,0,1,0,0,0,0,1,0,0,0.074,2.96E-05,2499,-3.756330919,-0.332797548,11.28713519
12912,2110,0.06,0,1,0,0,0,0,1,0,0,0.06,2.84E-05,2110,-4.058893689,-0.367552627,11.04302728
12913,3290,0.06,0,2,0,0,0,0,1,0,0,0.03,1.82E-05,1645,-2.560876795,-0.347392862,7.371702399
12914,1858,0.06,0,2,0,0,0,0,0,0,0,0.03,3.23E-05,929,-2.560876795,-0.373763128,6.851603607
12915,2190,0.09,0,1,0,0,0,0,0,0,0,0.09,4.11E-05,2190,-3.473931188,-0.313059418,11.09671515
12916,1682,0.062,0,1,0,0,0,0,0,0,0,0.062,3.69E-05,1682,-4.011587974,-0.374356309,10.71596199
12917,2133,0.058273,0,1,0,0,0,0,0,0,0,0.058273,2.73E-05,2133,-4.101028605,-0.3708429,11.05866825
12918,1763,0.063,0,1,0,0,0,0,1,1,0,0.063,3.57E-05,1763,-3.988504361,-0.369860176,10.78381676
12919,1936,0.063,0,1,0,1,0,0,0,0,0,0.063,3.25E-05,1936,-3.988504361,-0.365285678,10.91886324
12920,,0.062381,0,2,0,0,0,0,1,0,0,0.0311905,,,-2.525453762,,
12921,2748,0.091,0,2,0,0,0,0,1,0,0,0.0455,3.31E-05,1374,-2.181748554,-0.302690766,7.207846421
12922,1528,0.049623,0,1,0,0,0,0,0,0,0,0.049623,3.25E-05,1528,-4.332847233,-0.409631424,10.57742883
12923,48081,0.077,0,,0,0,0,0,1,0,0,,1.60E-06,,,-0.237829043,
12924,1763,0.05,0,1,0,0,0,0,1,0,0,0.05,2.84E-05,1763,-4.321928095,-0.400779074,10.78381676
12925,2499,0.092,0,1,0,0,0,0,1,0,0,0.092,3.68E-05,2499,-3.442222329,-0.304968645,11.28713519
12926,1682,0.078,0,1,0,0,0,0,0,0,0,0.078,4.64E-05,1682,-3.680382066,-0.343448593,10.71596199
12927,1730,0.037,0,1,0,0,0,0,0,1,0,0.037,2.14E-05,1730,-4.756330919,-0.442179707,10.75655632
12928,2110,0.035323,0,1,0,0,0,0,1,1,0,0.035323,1.67E-05,2110,-4.823248313,-0.436768668,11.04302728
12929,3237,0.053,0,1,0,0,0,0,1,1,0,0.053,1.64E-05,3237,-4.23786383,-0.363439393,11.66044165
12930,1427,0.03,0,1,0,0,0,0,0,0,0,0.03,2.10E-05,1427,-5.058893689,-0.482775543,10.47876962
12931,1730,0.038554,0,2,0,0,0,0,1,0,0,0.019277,2.23E-05,865,-2.963461684,-0.436661651,6.78663143
12932,2110,0.067527,0,1,0,0,0,0,1,0,0,0.067527,3.20E-05,2110,-3.888391725,-0.352112842,11.04302728
12933,1700,0.067,0,2,0,0,0,0,0,0,0,0.0335,3.94E-05,850,-2.460433665,-0.363393827,6.770708472
12934,2110,0.067,0,1,0,0,0,0,1,0,0,0.067,3.18E-05,2110,-3.899695094,-0.353136418,11.04302728
12935,60000,,,115,,1,0,0,0,0,0,,,521.7391304,,,2.314482191
12936,6000,,,30,,0,0,0,1,0,0,,,200,,,2.533356775
12937,19540,,,,,0,0,0,1,0,0,,,,,,
12938,2133,0.041082,0,1,0,0,0,0,0,0,0,0.041082,1.93E-05,2133,-4.605349772,-0.41644705,11.05866825
12939,11771,,,,,0,0,0,1,0,0,,,,,,
12940,66267,,,,,0,0,0,1,0,0,,,,,,
12941,95128,,,,,1,0,0,1,0,0,,,,,,
12942,72746,,,,,0,0,0,1,0,0,,,,,,
12943,20000,,,23,,1,0,0,1,1,0,,,869.5652174,,,3.116211393
12944,43974,,,,,0,0,0,1,0,0,,,,,,
12945,1763,,,1,,0,0,1,1,0,0,,,1763,,,10.78381676
12946,4000,,,180,,0,1,0,1,0,0,,,22.22222222,,,1.595470689
12947,5000,0.045,0,1,0,0,0,0,0,0,0,0.045,9.00E-06,5000,-4.473931188,-0.364097974,12.28771238
12948,12466,,,,,0,0,0,1,0,0,,,,,,
12949,7346,,,17,,0,0,0,1,0,0,,,432.1176471,,,3.07984992
12950,33041,,,,,0,0,0,1,0,0,,,,,,
12951,24142,,,,,0,0,0,1,0,0,,,,,,
12952,91623,,,,,0,0,0,1,0,0,,,,,,
12953,1483,0.015,0,1,0,0,0,0,0,0,0,0.015,1.01E-05,1483,-6.058893689,-0.575158485,10.53430288
12954,29353,,,,,0,0,0,1,0,0,,,,,,
12955,60000,,,,,0,0,0,0,0,0,,,,,,
12956,1442,0.025,0,1,0,0,0,0,0,0,0,0.025,1.73E-05,1442,-5.321928095,-0.507147075,10.49385545
12957,,0.023702,0,1,0,0,0,0,0,0,0,0.023702,,,-5.398847389,,
12958,14375,,,,,0,0,0,1,0,0,,,,,,
12959,21080,,,,,0,0,0,1,0,0,,,,,,
12960,35465,,,,,0,0,0,1,0,0,,,,,,
12961,24555,,,,,0,0,0,1,0,0,,,,,,
12962,47721,,,,,0,0,0,1,0,0,,,,,,
12963,21080,,,,,0,0,0,1,0,0,,,,,,
12964,345000,,,,,1,0,0,1,0,0,,,,,,
12965,51223,,,,,0,0,0,1,0,0,,,,,,
12966,8977,,,,,0,0,0,1,0,0,,,,,,
12967,5642,,,,,0,0,0,0,0,0,,,,,,
12968,5013,,,,,0,0,0,1,0,0,,,,,,
12969,5000,,,,,0,0,0,1,0,0,,,,,,
12970,23000,,,,,1,0,0,1,0,0,,,,,,
12971,57658,,,,,0,0,0,1,0,0,,,,,,
12972,21815,,,,,0,0,0,1,0,0,,,,,,
12973,17001,,,,,0,0,0,1,0,0,,,,,,
12974,12516,,,,,0,0,0,0,0,0,,,,,,
12975,5013,,,,,0,0,0,1,0,0,,,,,,
12976,65864,,,,,1,0,0,1,0,0,,,,,,
12977,4948,,,,,0,0,0,0,0,0,,,,,,
12978,71492,,,,,0,0,0,1,0,0,,,,,,
12979,10255,,,,,1,0,0,1,0,0,,,,,,
12980,3000,1.5,0,15,0,1,0,0,1,0,0,0.1,0.0005,200,0.146240625,0.05064283,2.887686696
