,Facility Size (sq Ft),"Revenue (US Dollars, million)","Net Income (US Dollars, million)",Total Employees,"Total Assets (US Dollars, million)",Owns Rents_Owns,Importer,Exporter,Manufacturing,Women Owned,Minority Owned,RevPerEm,RevPerSq,SqPerEm,LogRpE,LogRpF,LogFpE
214,3768,0.228529,0,3,0,0,0,0,1,0,0,0.076176333,6.06E-05,1256,-1.064775421,-0.17926141,5.939791625
215,2000,0.225,0,4,0,0,0,0,1,0,0,0.05625,0.0001125,500,-0.926817285,-0.196247075,4.722706232
216,1892,0.18,0,2,0,0,0,0,0,0,0,0.09,9.51E-05,946,-1.560876795,-0.227264394,6.86810973
217,2313,0.18,0,2,0,0,0,0,1,0,0,0.09,7.78E-05,1156.5,-1.560876795,-0.221369981,7.050986724
218,4204,0.388242,0,4,0,0,0,0,1,1,0,0.0970605,9.24E-05,1051,-0.587861399,-0.113392862,5.18428929
219,1500,0.19,0,5,0,0,0,0,1,0,0,0.038,0.000126667,300,-0.926871734,-0.22708617,4.081586012
220,40000,0.19,0,2,0,0,0,0,1,0,0,0.095,4.75E-06,20000,-1.511662689,-0.156722511,9.645472604
221,3768,0.189432,0,3,0,0,0,0,1,0,0,0.063144,5.03E-05,1256,-1.200124017,-0.202048168,5.939791625
222,11000,0.3,0,3,0,1,0,0,1,0,0,0.1,2.73E-05,3666.666667,-0.868482797,-0.129380831,6.712607952
223,4595,0.3,0,,0,0,0,0,0,0,0,,6.53E-05,,,-0.142773889,
224,3768,0.290104,0,2,0,0,0,0,1,0,0,0.145052,7.70E-05,1884,-1.126435424,-0.150287924,7.495182532
225,3000,0.29,0,6,0,1,0,0,1,0,0,0.048333333,9.67E-05,500,-0.63614158,-0.154611232,4.114459021
226,2240,0.154985,0,2,0,0,0,0,0,0,0,0.0774925,6.92E-05,1120,-1.697074537,-0.241686683,7.021795791
227,2575,0.151094,0,3,0,0,0,0,0,0,0,0.050364667,5.87E-05,858.3333333,-1.363240862,-0.240635118,5.665178358
228,1500,0.23,0,6,0,0,0,0,1,0,0,0.038333333,0.000153333,250,-0.755264045,-0.200961532,3.758251834
229,4000,0.23,0,4,0,1,0,0,1,0,0,0.0575,5.75E-05,1000,-0.913161023,-0.177196428,5.15338279
230,10586,0.23,0,,0,0,0,0,0,0,0,,2.17E-05,,,-0.158587499,
231,700,0.16,0,2,0,0,0,0,1,0,0,0.08,0.000228571,350,-1.668087534,-0.279737291,5.963050298
232,3229,0.15869,0,2,0,0,0,0,1,0,0,0.079345,4.91E-05,1614.5,-1.675570795,-0.227824149,7.354667205
233,3229,0.194417,0,2,0,0,0,0,1,0,0,0.0972085,6.02E-05,1614.5,-1.490744241,-0.202693636,7.354667205
234,3196,0.15,0,3,0,0,0,0,1,0,0,0.05,4.69E-05,1065.333333,-1.368482797,-0.235093063,5.821025846
235,2000,0.3,0,2,0,1,0,0,1,0,0,0.15,0.00015,1000,-1.095903274,-0.158398665,6.918639576
236,35000,0.3,0,5,0,1,0,1,1,1,1,0.06,8.57E-06,7000,-0.671950016,-0.115068423,5.839569161
237,7500,0.3,0,5,0,0,0,0,1,0,0,0.06,4.00E-05,1500,-0.671950016,-0.134934317,4.979830414
238,3278,0.16,0,2,0,0,0,0,1,0,0,0.08,4.88E-05,1639,-1.668087534,-0.226384683,7.368376308
239,3229,0.139551,0,2,0,0,0,0,1,0,0,0.0697755,4.32E-05,1614.5,-1.792557004,-0.243730539,7.354667205
240,3229,0.137053,0,2,0,0,0,0,1,0,0,0.0685265,4.24E-05,1614.5,-1.808998122,-0.245966007,7.354667205
241,3229,0.136305,0,2,0,0,0,0,1,0,0,0.0681525,4.22E-05,1614.5,-1.813979579,-0.246643326,7.354667205
242,3000,0.2,0,2,0,0,0,0,1,0,0,0.1,6.67E-05,1500,-1.464973521,-0.201019738,7.287709823
243,3768,0.14,0,3,0,0,0,0,1,0,0,0.046666667,3.72E-05,1256,-1.418250634,-0.238771109,5.939791625
244,1865,0.14,0,1,0,0,0,0,0,0,0,0.14,7.51E-05,1865,-2.836501268,-0.261068728,10.86495992
245,2470,0.161799,0,3,0,0,0,0,1,0,0,0.053933,6.55E-05,823.3333333,-1.313862702,-0.233154973,5.635147663
246,3229,0.161217,0,2,0,0,0,0,1,0,0,0.0806085,4.99E-05,1614.5,-1.661190225,-0.22586885,7.354667205
247,2207,0.130647,0,2,0,0,0,0,0,0,0,0.0653235,5.92E-05,1103.5,-1.852570074,-0.264339955,7.008286259
248,3315,0.13051,0,2,0,0,0,0,1,1,0,0.065255,3.94E-05,1657.5,-1.853525077,-0.251203053,7.378592963
249,2000,0.25,0,4,0,1,0,0,1,0,0,0.0625,0.000125,500,-0.861353116,-0.182385495,4.722706232
250,3768,0.24114,0,2,0,0,0,0,1,0,0,0.12057,6.40E-05,1884,-1.294703888,-0.17273814,7.495182532
251,2507,0.24,0,3,0,0,0,0,1,0,1,0.08,9.57E-05,835.6666667,-1.029446845,-0.182336163,5.64587314
252,1721,0.2,0,1,0,0,0,0,0,0,0,0.2,0.000116212,1721,-2.321928095,-0.216012775,10.74903138
253,1721,0.2,0,1,0,0,0,0,0,0,0,0.2,0.000116212,1721,-2.321928095,-0.216012775,10.74903138
254,2644,0.2,0,3,0,0,0,0,0,0,0,0.066666667,7.56E-05,881.3333333,-1.160964047,-0.204242141,5.684253231
255,2036,0.2,0,4,0,0,0,0,1,0,0,0.05,9.82E-05,509,-1,-0.211247189,4.733790797
256,3229,0.12,0,2,0,0,0,0,1,0,0,0.06,3.72E-05,1614.5,-1.929947041,-0.262411199,7.354667205
257,1200,0.12,0,2,0,1,0,0,1,0,0,0.06,1.00E-04,600,-1.929947041,-0.299046623,6.453666056
258,1581,0.12,0,1,0,1,0,0,0,0,0,0.12,7.59E-05,1581,-3.058893689,-0.287851943,10.62662165
259,3230,0.166552,0,3,0,0,0,0,1,1,0,0.055517333,5.16E-05,1076.666667,-1.292977708,-0.221831069,5.828659225
260,2481,0.14404,0,1,0,0,0,0,1,0,0,0.14404,5.81E-05,2481,-2.79545859,-0.247896734,11.27670602
261,2207,0.141063,0,2,0,0,0,0,0,0,0,0.0705315,6.39E-05,1103.5,-1.782747836,-0.254377143,7.008286259
262,2399,0.140654,0,2,0,0,0,0,0,0,0,0.070327,5.86E-05,1199.5,-1.785390829,-0.252023754,7.084216464
263,2481,0.12,0,1,0,0,0,0,1,0,0,0.12,4.84E-05,2481,-3.058893689,-0.271257731,11.27670602
264,1200,0.2,0,2,0,0,0,0,1,0,0,0.1,0.000166667,600,-1.464973521,-0.226998656,6.453666056
265,3825,0.2,0,3,0,0,0,0,1,0,0,0.066666667,5.23E-05,1275,-1.160964047,-0.195099612,5.950622016
266,800,0.2,0,2,0,1,0,0,1,0,0,0.1,0.00025,400,-1.464973521,-0.240767598,6.084595809
267,1743,0.10508,0,1,0,0,0,0,0,0,0,0.10508,6.03E-05,1743,-3.250439989,-0.301879099,10.76735685
268,,0.147654,0,2,0,0,0,0,0,0,0,0.073827,,,-1.741181671,,
269,3229,0.147555,0,2,0,0,0,0,1,0,0,0.0737775,4.57E-05,1614.5,-1.741792178,-0.236828143,7.354667205
270,5200,0.125,0,2,0,1,0,1,1,0,0,0.0625,2.40E-05,2600,-1.892789261,-0.243027227,7.788383575
271,4161,0.125,0,6,0,0,0,0,1,0,0,0.020833333,3.00E-05,693.5,-1.068621561,-0.249527674,4.282577339
272,2207,0.124029,0,2,0,0,0,0,0,0,0,0.0620145,5.62E-05,1103.5,-1.899887605,-0.27109161,7.008286259
273,2481,0.102017,0,1,0,0,0,0,1,0,0,0.102017,4.11E-05,2481,-3.293118514,-0.292028409,11.27670602
274,21629,0.1,0,,0,0,0,0,0,0,0,,4.62E-06,,,-0.230678568,
275,2699,0.175,0,3,0,0,0,0,1,0,0,0.058333333,6.48E-05,899.6666667,-1.257286586,-0.220611248,5.699104631
276,1790,0.173838,0,1,0,0,0,0,0,0,0,0.173838,9.71E-05,1790,-2.524184613,-0.233596562,10.80574387
277,2518,0.11,0,1,0,0,0,0,1,1,0,0.11,4.37E-05,2518,-3.184424571,-0.28185581,11.29806257
278,4500,0.11,0,,0,0,0,0,1,0,0,,2.44E-05,,,-0.262401191,
279,750,0.098,0,2,0,0,0,0,1,0,0,0.049,0.000130667,375,-2.114292571,-0.35087041,6.025850316
280,3229,0.097082,0,2,0,0,0,0,1,0,0,0.048541,3.01E-05,1614.5,-2.122859284,-0.288641107,7.354667205
281,2518,0.097,0,1,0,0,0,0,1,0,0,0.097,3.85E-05,2518,-3.365871442,-0.297915808,11.29806257
282,3315,0.11,0,2,0,0,0,0,1,0,0,0.055,3.32E-05,1657.5,-2.00914821,-0.272294219,7.378592963
283,1695,0.094368,0,1,0,0,0,0,0,0,0,0.094368,5.57E-05,1695,-3.405558462,-0.317473327,10.72706956
284,2207,0.094,0,2,0,0,0,0,0,0,0,0.047,4.26E-05,1103.5,-2.152224694,-0.307097144,7.008286259
285,4354,0.15,0,,0,0,0,0,1,1,0,,3.45E-05,,,-0.226417698,
286,1823,0.15,0,1,0,0,0,0,0,0,0,0.15,8.23E-05,1823,-2.736965594,-0.252671771,10.83209885
287,2266,0.15,0,2,0,0,0,0,1,0,0,0.075,6.62E-05,1133,-1.726833028,-0.245557353,7.032300222
288,3229,0.099,0,2,0,0,0,0,1,0,0,0.0495,3.07E-05,1614.5,-2.105051484,-0.286219815,7.354667205
289,2380,0.13,0,2,0,1,0,0,0,0,0,0.065,5.46E-05,1190,-1.857089029,-0.262412692,7.0769787
290,2481,0.083541,0,1,0,0,0,0,1,0,0,0.083541,3.37E-05,2481,-3.581371777,-0.31759024,11.27670602
291,2126,0.083,0,1,0,0,0,0,1,0,0,0.083,3.90E-05,2126,-3.590744853,-0.324838876,11.05392588
292,400,0.11,0,1,0,0,0,0,0,0,0,0.11,0.000275,400,-3.184424571,-0.368403234,8.64385619
293,3229,0.11,0,2,0,0,0,0,1,0,0,0.055,3.41E-05,1614.5,-2.00914821,-0.27318003,7.354667205
294,2000,0.11,0,2,0,0,0,0,1,0,0,0.055,5.50E-05,1000,-2.00914821,-0.290396427,6.918639576
295,1440,0.085,0,2,0,1,0,0,0,0,0,0.0425,5.90E-05,720,-2.243834379,-0.338967132,6.619622289
296,2481,0.1,0,1,0,0,0,0,1,0,0,0.1,4.03E-05,2481,-3.321928095,-0.294583196,11.27670602
297,1872,0.1,0,2,0,0,0,0,0,0,0,0.05,5.34E-05,936,-2.095903274,-0.305594907,6.858436534
298,2126,0.1,0,1,0,0,0,0,1,0,0,0.1,4.70E-05,2126,-3.321928095,-0.300520207,11.05392588
299,3425,0.1,0,4,0,0,0,0,0,0,0,0.025,2.92E-05,856.25,-1.430676558,-0.282912596,5.056956027
300,120,0.080916,0,1,0,0,0,0,1,0,0,0.080916,0.0006743,120,-3.627431186,-0.52519019,6.906890596
301,1880,0.13,0,,0,0,0,0,1,0,0,,6.91E-05,,,-0.270621237,
302,,0.13,0,2,0,0,0,0,1,0,0,0.065,,,-1.857089029,,
303,3750,0.086,0,1,0,0,0,0,1,0,0,0.086,2.29E-05,3750,-3.53951953,-0.298123175,11.87267488
304,1695,0.111275,0,1,0,0,0,0,0,0,0,0.111275,6.56E-05,1695,-3.167798594,-0.295308852,10.72706956
305,1843,0.072,0,1,0,0,0,0,0,0,0,0.072,3.91E-05,1843,-3.795859283,-0.349918432,10.84784036
306,2971,0.072,0,2,0,0,0,0,1,1,0,0.036,2.42E-05,1485.5,-2.394920562,-0.329023764,7.278868039
307,3229,0.074,0,2,0,0,0,0,1,0,0,0.037,2.29E-05,1614.5,-2.369980941,-0.322241765,7.354667205
308,1695,0.073,0,1,0,0,0,0,0,0,0,0.073,4.31E-05,1695,-3.775959726,-0.352002912,10.72706956
309,2126,0.088,0,1,0,0,0,0,1,0,0,0.088,4.14E-05,2126,-3.506352666,-0.317204286,11.05392588
310,1214,0.071,0,1,0,0,1,1,0,1,1,0.071,5.85E-05,1214,-3.816037165,-0.372457912,10.24555271
311,2547,0.115766,0,1,0,0,0,0,1,1,0,0.115766,4.55E-05,2547,-3.110716493,-0.274929834,11.31458324
312,2207,0.115331,0,2,0,0,0,0,0,0,0,0.0576655,5.23E-05,1103.5,-1.966070329,-0.280535106,7.008286259
313,2873,0.115027,0,4,0,0,0,0,0,0,0,0.02875675,4.00E-05,718.25,-1.343691719,-0.271575783,4.94775971
314,2150,0.074,0,1,0,0,0,0,0,0,0,0.074,3.44E-05,2150,-3.756330919,-0.339321579,11.07012094
315,1776,0.074,0,,0,0,0,0,0,0,0,,4.17E-05,,,-0.347988346,
316,2012,0.1,0,,0,0,0,0,1,0,0,,4.97E-05,,,-0.302697521,
317,1777,0.06,0,1,0,0,0,0,1,0,0,0.06,3.38E-05,1777,-4.058893689,-0.375989623,10.79522797
318,,0.089,0,1,0,0,0,0,1,0,0,0.089,,,-3.490050854,,
319,,0.088971,0,2,0,0,0,0,1,0,0,0.0444855,,,-2.202273568,,
320,100339,0.062,0,,0,0,0,0,1,0,0,,6.18E-07,,,-0.241450687,
321,1695,0.061,0,1,0,0,0,0,0,0,0,0.061,3.60E-05,1695,-4.035046947,-0.376155568,10.72706956
322,2126,0.075,0,1,0,0,0,0,1,1,0,0.075,3.53E-05,2126,-3.736965594,-0.338066822,11.05392588
323,2481,0.059016,0,1,0,0,0,0,1,1,0,0.059016,2.38E-05,2481,-4.082750049,-0.362051652,11.27670602
324,1695,0.058598,0,1,0,0,0,0,0,0,0,0.058598,3.46E-05,1695,-4.093004765,-0.381558518,10.72706956
325,4321,0.058382,0,,0,0,0,0,1,0,0,,1.35E-05,,,-0.339346015,
326,1214,0.1,0,1,0,0,0,0,0,0,0,0.1,8.24E-05,1214,-3.321928095,-0.324231224,10.24555271
327,1777,0.09,0,1,0,0,0,0,1,0,0,0.09,5.06E-05,1777,-3.473931188,-0.321802485,10.79522797
328,2126,0.05,0,1,0,0,0,0,1,0,0,0.05,2.35E-05,2126,-4.321928095,-0.390985804,11.05392588
329,1872,0.05,0,2,0,0,0,0,1,0,0,0.025,2.67E-05,936,-2.726833028,-0.39758814,6.858436534
330,21000,0.05,0,1,0,1,0,0,1,0,0,0.05,2.38E-06,21000,-4.321928095,-0.301009714,14.35810171
331,2150,0.049,0,1,0,0,0,0,0,0,0,0.049,2.28E-05,2150,-4.351074441,-0.393046694,11.07012094
332,2481,0.077727,0,1,0,0,0,0,1,0,0,0.077727,3.13E-05,2481,-3.685440356,-0.326818873,11.27670602
333,2481,0.076011,0,1,0,0,0,0,1,0,0,0.076011,3.06E-05,2481,-3.717647975,-0.329674993,11.27670602
334,2739,0.05,0,2,0,0,0,0,1,0,0,0.025,1.83E-05,1369.5,-2.726833028,-0.37847132,7.204860396
335,2481,0.064,0,1,0,0,0,0,1,0,0,0.064,2.58E-05,2481,-3.965784285,-0.351679318,11.27670602
336,2126,0.066,0,1,0,0,0,0,1,0,0,0.066,3.10E-05,2126,-3.921390165,-0.354750901,11.05392588
337,,0.066,0,1,0,0,0,0,0,0,0,0.066,,,-3.921390165,,
338,,0.065,0,1,0,0,0,0,1,0,0,0.065,,,-3.943416472,,
339,2150,0.053,0,1,0,0,0,0,0,0,0,0.053,2.47E-05,2150,-4.23786383,-0.382820012,11.07012094
340,2150,0.052558,0,1,0,0,0,0,0,0,0,0.052558,2.44E-05,2150,-4.249945812,-0.383911416,11.07012094
341,2150,0.052463,0,1,0,0,0,0,0,0,0,0.052463,2.44E-05,2150,-4.252555882,-0.384147193,11.07012094
342,3315,0.03,0,2,0,0,0,0,1,1,0,0.015,9.05E-06,1657.5,-3.191806549,-0.432576585,7.378592963
343,2481,0.08,0,1,0,0,0,0,1,0,0,0.08,3.22E-05,2481,-3.64385619,-0.323131257,11.27670602
344,2126,0.068,0,1,0,0,0,0,1,0,0,0.068,3.20E-05,2126,-3.878321443,-0.350854663,11.05392588
345,2182,0.068,0,1,0,0,0,0,0,0,0,0.068,3.12E-05,2182,-3.878321443,-0.349668128,11.09143539
346,1695,0.067,0,1,0,0,0,0,0,0,0,0.067,3.95E-05,1695,-3.899695094,-0.363537784,10.72706956
347,2269,0.055,0,2,0,0,0,0,0,0,0,0.0275,2.42E-05,1134.5,-2.640077964,-0.3753574,7.033504508
348,2481,0.054326,0,1,0,0,0,0,1,0,0,0.054326,2.19E-05,2481,-4.202213364,-0.372645465,11.27670602
349,2481,0.041,0,1,0,0,0,0,1,0,0,0.041,1.65E-05,2481,-4.60823228,-0.408650564,11.27670602
350,2481,0.04,0,1,0,0,0,0,1,1,0,0.04,1.61E-05,2481,-4.64385619,-0.411809635,11.27670602
351,2126,0.07,0,1,0,0,0,0,1,0,0,0.07,3.29E-05,2126,-3.836501268,-0.347071376,11.05392588
352,3229,0.069,0,2,0,0,0,0,1,0,0,0.0345,2.14E-05,1614.5,-2.433659993,-0.330900084,7.354667205
353,5013,,,,,0,0,0,1,0,0,,,,,,
354,150000,,,110,,0,1,0,1,0,0,,,1363.636364,,,2.530696283
355,29983,,,,,1,0,0,1,0,0,,,,,,
356,7739,,,,,0,0,0,1,0,0,,,,,,
357,2481,0.056,0,1,0,0,1,1,1,0,0,0.056,2.26E-05,2481,-4.158429363,-0.368762771,11.27670602
358,2481,0.056,0,1,0,0,0,0,1,1,0,0.056,2.26E-05,2481,-4.158429363,-0.368762771,11.27670602
359,1695,0.055545,0,1,0,0,0,0,0,0,0,0.055545,3.28E-05,1695,-4.17019914,-0.38875474,10.72706956
360,54752,,,,,0,0,0,1,0,0,,,,,,
361,14656,,,,,0,0,0,1,0,0,,,,,,
362,2481,0.043,0,1,0,0,0,0,1,0,0,0.043,1.73E-05,2481,-4.53951953,-0.402557229,11.27670602
363,50000,,,350,,1,1,0,1,0,0,,,142.8571429,,,1.846130855
364,2126,0.057247,0,1,0,0,0,0,1,1,0,0.057247,2.69E-05,2126,-4.126656098,-0.373320406,11.05392588
365,1777,0.057,0,1,0,0,0,0,1,0,0,0.057,3.21E-05,1777,-4.13289427,-0.382844557,10.79522797
366,2481,0.057,0,1,0,0,0,0,1,0,0,0.057,2.30E-05,2481,-4.13289427,-0.366498361,11.27670602
367,250000,,,,,1,0,0,1,0,0,,,,,,
368,5281,,,7,,0,0,0,1,0,0,,,754.4285714,,,4.122198475
369,1843,0.045,0,1,0,0,0,0,0,0,0,0.045,2.44E-05,1843,-4.473931188,-0.41242598,10.84784036
370,7470,,,,,0,0,0,0,0,0,,,,,,
371,100339,,,,,0,0,0,1,0,0,,,,,,
372,3315,0.008,0,2,0,0,0,0,1,0,0,0.004,2.41E-06,1657.5,-4.394920562,-0.595631252,7.378592963
373,100000,,,,,0,0,0,1,0,0,,,,,,
374,13020,,,,,0,0,0,1,0,0,,,,,,
375,30574,,,,,0,0,0,1,0,0,,,,,,
376,18173,,,,,0,0,0,1,0,0,,,,,,
377,2481,0.046079,0,1,0,0,0,0,1,0,0,0.046079,1.86E-05,2481,-4.439746782,-0.393709544,11.27670602
378,2150,0.046,0,1,0,0,0,0,0,0,0,0.046,2.14E-05,2150,-4.442222329,-0.401280379,11.07012094
379,3230,0.02,0,3,0,0,0,0,1,0,0,0.006666667,6.19E-06,1076.666667,-2.821928095,-0.484147037,5.828659225
380,34415,,,,,0,0,0,1,0,0,,,,,,
381,89014,,,,,0,0,0,1,0,0,,,,,,
382,122176,,,,,1,0,0,1,0,0,,,,,,
383,8838,,,,,0,0,0,1,0,0,,,,,,
384,84176,,,,,0,0,0,1,0,0,,,,,,
385,55950,,,,,0,0,0,1,0,0,,,,,,
386,7157,,,,,0,0,0,1,0,0,,,,,,
387,33750,,,,,0,0,0,1,0,0,,,,,,
388,21723,,,,,0,0,0,1,0,0,,,,,,
389,23828,,,,,0,0,0,1,0,0,,,,,,
390,16857,,,,,0,0,0,1,0,0,,,,,,
391,6919,,,,,0,0,0,1,0,0,,,,,,
392,32544,,,,,0,0,0,1,0,0,,,,,,
393,30574,,,,,0,0,0,1,0,0,,,,,,
394,1540,0.027,0,1,0,1,0,0,0,0,0,0.027,1.75E-05,1540,-5.210896782,-0.492117973,10.58871464
395,1450,0.025,0,4,0,1,0,0,1,0,0,0.00625,1.72E-05,362.5,-2.292029674,-0.506761627,4.522895092
396,,0.021565,0,1,0,0,0,0,0,0,0,0.021565,,,-5.535164474,,
397,53530,,,,,0,0,0,1,0,0,,,,,,
398,13020,,,,,0,0,0,1,0,0,,,,,,
399,3315,,,2,,0,0,0,1,0,0,,,1657.5,,,7.378592963
400,1645,,,,,0,0,0,1,1,0,,,,,,
401,23818,,,,,0,0,0,1,0,0,,,,,,
402,41138,,,,,0,0,0,1,0,0,,,,,,
403,6242,,,,,0,0,0,1,0,0,,,,,,
404,37909,,,,,0,0,0,1,0,0,,,,,,
405,16000,,,15,,1,0,0,1,0,0,,,1066.666667,,,3.491446071
406,20600,,,,,0,0,0,1,0,0,,,,,,
407,29768,,,,,0,0,0,1,0,0,,,,,,
408,6454,,,,,0,0,0,1,0,0,,,,,,
409,10148,,,,,0,0,0,1,0,0,,,,,,
410,2481,,,1,,0,0,0,1,0,0,,,2481,,,11.27670602
411,6242,,,,,0,0,0,1,0,0,,,,,,
412,3825,,,3,,0,0,0,1,1,0,,,1275,,,5.950622016
413,6242,,,,,0,0,0,1,0,0,,,,,,
414,21168,,,,,0,0,0,1,0,0,,,,,,
415,4268,,,3,,0,0,0,1,0,0,,,1422.666667,,,6.02967223
416,6242,,,,,0,0,0,1,0,0,,,,,,
417,4891,,,13,,0,0,0,0,0,0,,,376.2307692,,,3.219010048
418,43304,,,,,0,0,0,1,0,0,,,,,,
419,2906,,,,,0,0,0,0,0,0,,,,,,
420,35849,,,,,0,0,0,1,0,0,,,,,,
421,7739,,,,,0,0,0,1,0,0,,,,,,
422,2012,,,,,0,0,0,0,0,0,,,,,,
423,8078,,,,,0,0,0,0,0,0,,,,,,
424,20600,,,,,0,0,0,1,0,0,,,,,,
425,1894,,,,,0,0,0,0,0,0,,,,,,
426,9015,,,,,0,0,0,1,0,0,,,,,,
427,58002,,,,,1,0,0,1,0,0,,,,,,
428,23317,,,,,0,0,0,1,0,0,,,,,,
429,2968,,,4,,0,0,0,1,0,0,,,742,,,4.967972696
430,14000,1.4,0,12,0,0,0,0,1,0,0,0.116666667,1.00E-04,1166.666667,0.13118085,0.035244458,3.72202772
431,6100,1.4,0,16,0,1,0,0,1,0,1,0.0875,0.000229508,381.25,0.118759936,0.038603779,3.076381123
432,7394,1.4,0,15,0,1,0,0,1,0,0,0.093333333,0.000189343,492.9333333,0.121356707,0.037770119,3.213034832
433,37000,1.4,0,17,0,0,0,0,1,0,0,0.082352941,3.78E-05,2176.470588,0.116411405,0.031988087,3.639211172
434,16475,1.4,0,,0,0,0,0,1,0,0,,8.50E-05,,,0.034653565,
435,21000,1.4,0,8,0,1,0,0,1,0,0,0.175,6.67E-05,2625,0.153135114,0.033808566,4.529476786
436,19970,1.4,0,,0,0,0,0,0,0,0,,7.01E-05,,,0.033980276,
437,30000,1.4,0,12,0,1,0,0,1,0,0,0.116666667,4.67E-05,2500,0.13118085,0.032638838,4.019164211
438,12000,1.4,0,13,0,0,0,0,1,0,0,0.107692308,0.000116667,923.0769231,0.12749713,0.035822884,3.559097343
439,4929,1.370059,0,6,0,0,0,0,1,0,0,0.228343167,0.000277959,821.5,0.161802848,0.037029028,4.369621799
440,7832,1.363364,0.20559,9,0,0,0,0,1,0,0,0.151484889,0.000174076,870.2222222,0.134611822,0.034570165,3.893872679
441,5898,1.346179,0,10,0,0,0,0,1,0,0,0.1346179,0.000228243,589.8,0.123971306,0.034238377,3.620828936
442,25000,1.5,0,13,0,1,0,0,1,0,0,0.115384615,6.00E-05,1923.076923,0.153640129,0.040039486,3.837215278
443,3000,1.5,0,20,0,1,0,1,1,0,0,0.075,0.0005,150,0.133178558,0.05064283,2.629761393
444,44000,1.5,0,18,0,1,0,0,1,0,0,0.083333333,3.41E-05,2444.444444,0.137705387,0.037922484,3.631233314
445,8000,1.5,0,12,0,1,0,1,1,1,0,0.125,0.0001875,666.6666667,0.158079187,0.045115859,3.503849616
446,2158,1.444048,0,13,0,0,0,0,0,0,0,0.111080615,0.00066916,166,0.13923543,0.047864177,2.908969449
447,15000,1.441122,0,20,0,0,0,0,1,0,0,0.0720561,9.61E-05,750,0.120026042,0.038002222,3.15839534
448,6278,1.417738,0,11,0,0,0,0,1,0,0,0.128885273,0.000225826,570.7272727,0.140473142,0.039916565,3.519169116
449,22000,1.4,0,15,0,0,0,0,1,0,0,0.093333333,6.36E-05,1466.666667,0.121356707,0.033651269,3.606303976
450,5190,1.4,0,19,0,0,0,0,1,0,0,0.073684211,0.00026975,273.1578947,0.112317192,0.039332827,2.855558573
451,30000,1.4,0,15,0,1,1,0,1,0,0,0.093333333,4.67E-05,2000,0.121356707,0.032638838,3.71816872
452,3500,1.4,0,14,0,0,0,0,1,0,0,0.1,0.0004,250,0.124248892,0.041231724,3.013429457
453,10800,1.4,0,13,0,1,0,0,1,0,0,0.107692308,0.00012963,830.7692308,0.12749713,0.036229279,3.519173801
454,16000,1.3,0,15,0,0,0,0,1,0,0,0.086666667,8.13E-05,1066.666667,0.094627906,0.027102783,3.491446071
455,7065,1.3,0,15,0,0,0,0,1,0,0,0.086666667,0.000184006,471,0.094627906,0.029602502,3.196618461
456,50,1.3,0,10,0,0,0,0,1,1,1,0.13,0.026,5,0.109414397,0.067066135,1.631440309
457,5000,1.3,0,10,0,0,0,0,1,0,0,0.13,0.00026,500,0.109414397,0.030804076,3.551945445
458,7000,1.3,0,17,0,0,0,0,1,1,0,0.076470588,0.000185714,411.7647059,0.090771806,0.029633406,3.063158019
459,11000,1.3,0,11,0,0,1,0,1,0,0,0.118181818,0.000118182,1000,0.105583147,0.028194081,3.74486927
460,7172,1.3,0,35,0,1,0,0,1,0,0,0.037142857,0.00018126,204.9142857,0.073214142,0.029552381,2.477436282
461,8230,1.3,0,5,0,1,0,0,1,0,0,0.26,0.000157959,1646,0.146428284,0.029101332,5.0316694
462,30000,1.3,0,17,0,0,0,0,1,0,0,0.076470588,4.33E-05,1764.705882,0.090771806,0.025450138,3.566652848
463,68000,1.3,0,23,0,0,0,0,1,0,0,0.056521739,1.91E-05,2956.521739,0.08255501,0.023578508,3.501282098
464,12800,1.3,0,14,0,1,0,0,1,1,0,0.092857143,0.000101563,914.2857143,0.096883087,0.027742276,3.492254481
465,7500,1.3,0,14,0,1,0,1,1,1,0,0.092857143,0.000173333,535.7142857,0.096883087,0.029404271,3.294864436
466,24272,1.3,0,,0,0,0,0,1,0,0,,5.36E-05,,,0.025984175,
467,11000,1.3,0,11,0,1,0,0,1,0,0,0.118181818,0.000118182,1000,0.105583147,0.028194081,3.74486927
468,3500,1.6,0,20,0,0,0,0,0,0,0,0.08,0.000457143,175,0.154376799,0.057594826,2.680393531
469,3864,1.594773,0,15,0,0,1,1,1,0,0,0.1063182,0.000412726,257.6,0.168337771,0.056508719,2.978969845
470,25000,1.594129,0,15,0,1,0,0,1,0,0,0.106275267,6.38E-05,1666.666667,0.168192095,0.046049619,3.652410119
471,7000,1.590581,0,20,0,0,1,1,1,0,0,0.07952905,0.000227226,350,0.15243749,0.052418895,2.90806378
472,5324,1.580717,0,13,0,0,0,0,1,0,0,0.121593615,0.000296904,409.5384615,0.173500794,0.053365921,3.251153388
473,4320,1.577483,0,12,0,0,0,0,0,1,0,0.131456917,0.000365158,360,0.17771522,0.054453465,3.263616358
474,,1.56522,0,55,0,0,0,0,1,1,0,0.028458545,,,0.111301179,,
475,20000,1.552833,0,8,0,0,1,0,1,0,0,0.194104125,7.76E-05,2500,0.200289497,0.044436973,4.507271425
476,6500,1.525417,0,31,0,1,0,0,1,0,0,0.049207,0.00023468,209.6774194,0.121840737,0.048096708,2.533244801
